search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales
36, Rasuradora Electrica Ga.ma Vello De Orejas Y Nariz Gnt 512 ,1799,NA,1,98,6 cuotas sin interés,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,67,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-756889307-rasuradora-electrica-gama-vello-de-orejas-y-nariz-gnt-512-_JM,36,27,4,0,0,#756889307,GA.MA Italy,NA,GNT 512,NA,NA,NA,NA
37, Repuesto Afeitadora Braun 21b Foil Serie 3 310s Original ,2199,NA,67,18,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,4,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-763879853-repuesto-afeitadora-braun-21b-foil-serie-3-310s-original-_JM,4,0,0,0,0,#763879853,Braun,Series 3 Linea 2018,21B,21B,NA,NA,Flexibles
38, Philips Oneblade Pro Qp6510/20 Recortá Modelá Y Afeitá ,2799,NA,365,8,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,249,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-718845241-philips-oneblade-pro-qp651020-recorta-modela-y-afeita-_JM,159,66,18,3,3,#718845241,Philips,OneBlade Pro,QP6510/20,Qp6510/20,60,Batería,NA
39, Maquina Afeitar Corta Pelo Barba Corporal Nova Recargable ,450,NA,282,123,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.4,12,https://perfil.mercadolibre.com.ar/PORUNOOPORMAS3,https://articulo.mercadolibre.com.ar/MLA-785787086-maquina-afeitar-corta-pelo-barba-corporal-nova-recargable-_JM,5,2,1,1,3,#785787086,Nova,NUEVA,NS-216,NA,NA,220V,Ergónomicos
40, Cortabarba Multigroom Philips Mg7730/15 ,3599,NA,1139,85,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,157,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-690160611-cortabarba-multigroom-philips-mg773015-_JM,119,35,3,0,0,#690160611,Philips,Series 7000,MG7730/15,MG7730/15,120,220v,Planos
41, Corta Pelo Afeitadora Gama 545 Clipper Electrica Inalambrica ,1199,NA,0,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/GRUPO+S.M,https://articulo.mercadolibre.com.ar/MLA-782310114-corta-pelo-afeitadora-gama-545-clipper-electrica-inalambrica-_JM,NA,NA,NA,NA,NA,#782310114,GA.MA Italy,NA,545,NA,NA,NA,NA
42, Afeitadora Recargable Pr1335 + Detallador Mb06 ,2699,2999,77,23,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,7,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-789223613-afeitadora-recargable-pr1335-detallador-mb06-_JM,5,1,0,1,0,#789223613,Remington,CUIDADO PERSONAL,PR1335,NA,NA,Eléctrica,Giratorios
43, Afeitadora Gama Gsh Sport - Flores Norte ,1199,NA,96,13,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,6,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://articulo.mercadolibre.com.ar/MLA-729796422-afeitadora-gama-gsh-sport-flores-norte-_JM,4,1,0,0,1,#729796422,GA.MA Italy,GSH,855,NA,50 MINUTOS,NA,NA
44, Cortabarba Multigroom Philips Mg7730/15 16 En 1 ,3599,NA,326,18,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,29,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-734476821-cortabarba-multigroom-philips-mg773015-16-en-1-_JM,20,7,2,0,0,#734476821,Philips,Series 7000,Multigroom,MG7730/15,2 hs,220v,NA
45, Afeitadora Philips 2 En 1 S1520/42 Recargable Cortapatilla ,3499,NA,335,17,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,38,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-729155884-afeitadora-philips-2-en-1-s152042-recargable-cortapatilla-_JM,30,6,1,0,0,#729155884,Philips,Shaver Series,S1520/42,S1520/42,45 M,220v,Flexibles
46, Cortabarba Philips Mg7730/15 ,3499,NA,274,10,12 cuotas,NA,NA,Retiro gratis en local de Garbarino,NA,NA,5,1,https://perfil.mercadolibre.com.ar/GARBARINO?brandId=738,https://articulo.mercadolibre.com.ar/MLA-707652259-cortabarba-philips-mg773015-_JM,1,0,0,0,0,#707652259,Philips,NA,MG7730/15,MG7730/15,NA,NA,NA
47, Nariz Eléctrico Recortadora De Cabello Afeitadora Cortadora ,528,NA,0,68,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/AGENTWALKERSAR,https://articulo.mercadolibre.com.ar/MLA-785027936-nariz-electrico-recortadora-de-cabello-afeitadora-cortadora-_JM,NA,NA,NA,NA,NA,#785027936,AGENTW,NA,AGENTW,NA,NA,NA,NA
48, Cortabarba Philips Qt4015/16 Uso Con O Sin Cable ,2199,NA,618,232,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,90,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-659772078-cortabarba-philips-qt401516-uso-con-o-sin-cable-_JM,61,26,2,1,0,#659772078,Philips,BeardTrimmer series 3000,QT4015/16,QT4015/16,90,baterías y 220v,Planos
49, Afeitadora Philips Multigroom 10 En 1 Mg5730/15 Waterproof ,2199,NA,630,26,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,73,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://articulo.mercadolibre.com.ar/MLA-687167996-afeitadora-philips-multigroom-10-en-1-mg573015-waterproof-_JM,57,12,4,0,0,#687167996,NA,NA,NA,NA,NA,NA,NA
50, Afeitadora Philips Multigroom 10 En 1 Mg5730/15 Water Retiro ,2199,NA,85,125,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,11,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://articulo.mercadolibre.com.ar/MLA-777861630-afeitadora-philips-multigroom-10-en-1-mg573015-water-retiro-_JM,8,2,1,0,0,#777861630,Philips,Multigroom series 5000,MG5730/15,NA,NA,Batería recargable a 220v,Planos
51, Afeitadora Philips Aquatouch S1030/04 ,1799,NA,1329,19,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,553,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-718857679-afeitadora-philips-aquatouch-s103004-_JM,371,122,37,13,9,#718857679,Philips,AquaTouch,S1030/04,NA,45,Batería,NA
52, Corta Pelo Afeitadora Gama 545 Clipper Electrica Inalambrica ,1299,NA,0,10,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FLADIMAR,https://articulo.mercadolibre.com.ar/MLA-790592903-corta-pelo-afeitadora-gama-545-clipper-electrica-inalambrica-_JM,NA,NA,NA,NA,NA,#790592903,GA.MA,NA,GC 545,NA,NA,NA,NA
53, Cortabarba Philips Oneblade Qp2521/10 ,1499,NA,130,30,12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.6,878,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-722521048-cortabarba-philips-oneblade-qp252110-_JM,657,157,43,8,13,#722521048,Philips,OneBlade,QP2521/10,QP2521/10,45 minutos,NA,NA
54, Philips Repuesto De Cuchilla Oneblade / One Blade Pro ,2699,2999,77,23,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,7,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-789223613-afeitadora-recargable-pr1335-detallador-mb06-_JM,5,1,0,1,0,#789223613,Remington,CUIDADO PERSONAL,PR1335,NA,NA,Eléctrica,Giratorios
55, Maquina Afeitar Electrica Philips S1100 Closecut Cabezales ,450,NA,282,123,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.4,12,https://perfil.mercadolibre.com.ar/PORUNOOPORMAS3,https://articulo.mercadolibre.com.ar/MLA-785787086-maquina-afeitar-corta-pelo-barba-corporal-nova-recargable-_JM,5,2,1,1,3,#785787086,Nova,NUEVA,NS-216,NA,NA,220V,Ergónomicos
56, Afeitadora Philips S1100/02 Uso En Seco ,599,NA,85,11,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/FARMACIA+SELMA,https://articulo.mercadolibre.com.ar/MLA-784837054-philips-repuesto-de-cuchilla-oneblade-one-blade-pro-_JM,1,0,0,0,0,#784837054,NA,NA,NA,NA,NA,NA,NA
57, Afeitadora Philips Aquatouch S1030/04 + Recortador Nt3160/10 ,2299,NA,0,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CONFORTDACARSRL,https://articulo.mercadolibre.com.ar/MLA-788238604-cortadora-de-pelo-gama-gm593-24-piezas-_JM,NA,NA,NA,NA,NA,#788238604,GA.MA,Afeitadora,Eléctrica,NA,NA,NA,NA
58, Cortadora De Pelo Gama Gm593 24 Piezas ,345,NA,69,930,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,3,https://perfil.mercadolibre.com.ar/01ENLINEA,https://articulo.mercadolibre.com.ar/MLA-783178998-maquina-afeitadora-rasuradora-vellos-facial-recargable-usb-_JM,3,0,0,0,0,#783178998,Nanzhong,"NA",NZ-203,NA,NA,USB,Giratorios
59, Cortabarba Multigroom Philips Mg5730/15 Cuerpo Y Rostro ,1599,NA,870,9,12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.5,553,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-725232886-afeitadora-philips-s103004-_JM,371,122,37,13,9,#725232886,Philips,AquaTouch,S1030/04,S1030/04,45 minutos,NA,NA
60, Cortabarba Multigroom Philips Mg3730/15 ,3499,NA,274,10,12 cuotas,NA,NA,Retiro gratis en local de Garbarino,NA,NA,5,1,https://perfil.mercadolibre.com.ar/GARBARINO?brandId=738,https://articulo.mercadolibre.com.ar/MLA-707652259-cortabarba-philips-mg773015-_JM,1,0,0,0,0,#707652259,Philips,NA,MG7730/15,MG7730/15,NA,NA,NA
61, Philips Oneblade Qp2521/10 Recortá Modelá Y Afeitá ,1799,NA,3871,51,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,878,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=jaKV9%2BiXNHDA9IqBDM0NupooR5s8gsihjy7gzWdI%2BJxI5bIOK3pos2At4xKeHColWReJg52o8v379pPZ1D2rm4Gb%2B3VrNZpJ553%2FpoEMTE%2BSQ30uBp%2BkMlsR87OH7VcBcOBv4sjT7UYA5HFJZqCkcRnqPAmxVGx%2BNB9zuaBrvI0TzUAbmRC8Z6fJsUhxDZwoQheYvt31RK%2FdTYbgz0CdcesOHm09j%2Bib7FRhAK0gYuJwUMoBajePTpPnAUau1W82Ala83%2FKv78cZXVIjJopN2N2rv8K86jIP3r2TGg5br3iNQgC8bVd0rRuBEV1dnMw4GHwrygZiHYmnsTOuj%2BGjOH5ibSmSiYluyeqTJpp2gPOD30olTaF26EveIy%2BwHgD9Jj6nRDrBlocJ1JnQ%2BHRcAr9AgZ7nmCsHD6kQ6c7RuGqUN5oa1Y9M7GAc7QiFLYRe%2FgselatOzdw7I6sdRan1ZlKt%2B0lbUUjF4wLS9Z501GIZwLGNWRGLi67mN2CL0iLdD9g0Tvq6FCENC0KhW9VI4XKxW6Y3%2FBBLEcdYU2Lhh%2BXFvGN3IrNjivZH6M7IFF5Fhu1uw91StlQpbdlB19OEgshYGIV8txBzZK5UymbJaqi36jGMmYeDwNek%2BDQd5%2F9UYBgWsI2VOND9ShLNMRv4m2p3TO%2BSo3Pfs%2BqC20BiV7Hba8xvcmIkMRRElO1G7faJVTl1%2Bfix%2BtwOJAkyAjW0mMLGfO6dtJT8x3tBRgWo1BpeGjRKK6mjOy2y7RNG8UmvQ0W0GzZKG8fVPS7ENqE4r%2FqeXO0tVdYXegKZYGWByQaqcr6%2Bb%2Ba9JahZrMZUFokwEygnTiKInyOENTw3MGnAnnAXldR%2B6d4n5xYEogUQsBfT2ZfGcU%2BPtInl5O6EExeF60VUrJ%2FuzSy1U9PKLXLvXf0yyAAIwwi%2Bc5bfxC2fwOmdsJ63eTrhKdYy3hR%2BhpQl1zf%2BkAYL0R5rw1Pc3lcSmWvsqAimx69RHqevlXVmSKz%2BAkJAA8XpgEcCCfy2I43xVifgxgRNXojEAWgb%2FqLu2c14WNefG20i1spoIE5iB5lptjA5MeMN55fxs5saBgx4BnN4m2npoDW1Py1usnlB3OeMHAJXHJ%2BHyustlORCWtQk4Z0jafYmVR2MMq8hb50uLIDj%2B4SXBoXvrZxhNOv5y3f%2FU7DKUDv340nCEo8b2b4MI26EpoFlcEXp%2BSk2albirT2AfCshv7oR5Vdn6ZgR6287DZOVPHhjJ5bBDc8neANK6UUGhPmf5hq4Ecod5xdYbG2dwxnDxIbeMlEe9fc5CGZZofyXQJLztGGUInhyVZSO1TacYnEYVa3JaJyjDLNXXAeAMP7EbZRK0ecD7CN9mHhfDw5rJC%2B4UPc%2F%2Fu%2F1UvQK3lc%2Fd82%2BZP2TE55UEf7aJ%2F0bSpP6owJVbnBdcNVH%2FhdvVe1Z0QI86bn4f6S%2BmLjTyqtCM44sV4SNrgOlsr0iP1LiUBSyDw3Ax7HtWolK0eYEDfkQtausVaNjLb54QzuqZroPyj39ceMd6X93LLnEKi4ecKyxzhKTWe%2BjexRIaFtrXj4HFs%2F8siDoJ07uh6qfA7c%2BWWP144xwc8Bds2sLW5SqetaJiyHpXwlAiR44RW7Coh4%2B2T%2FhJSSCttTC0b2xOByPS2B%2Fb9lh55UZvhT6uGlNWUsI%2Blt4eqvrzEZHvRfZggqiOgR0eRZjT39oSP46C2LnAUrpivFA4JjNi%2FkYMeJTpmKyhZFH9L5zKFe3v8KxwHvQYLIu877G7iv8aDYobqwuIAZ164KW2J8s9ItY9d8wMp7iC5x5Xs3BNQ%3D%3D,657,157,43,8,13,#694476063,Philips,OneBlade,QP2521/10,QP2521/10,45 m,Batería,Planos
62, Máquina Afeitadora Profesional Finale Wahl ,3279,NA,173,826,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4,13,https://perfil.mercadolibre.com.ar/MEIMPORTOEMPRESA,https://articulo.mercadolibre.com.ar/MLA-626816972-maquina-afeitar-electrica-philips-s1100-closecut-cabezales-_JM,6,4,0,3,0,#626816972,Philips,Series 1000,1000@,S1100/02,Ilimitado,NA,NA
63, Cortabarba Philips Multigroom Mg5730/15 11 En 1 Lhconfort Ff ,2297,NA,0,NA,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/BEAUTYWANNAAR,https://articulo.mercadolibre.com.ar/MLA-795422109-herramientas-de-corte-de-barba-de-afeitadora-electrica-_JM,NA,NA,NA,NA,NA,#795422109,Kemei,NA,KM-500 electric shaver beard trimmer tools,NA,NA,NA,NA
64, Herramientas De Corte De Barba De Afeitadora Eléctrica ,1699,NA,51,10,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/FARMACIA+SELMA,https://articulo.mercadolibre.com.ar/MLA-784837049-philips-one-blade-afeitadora-qp2510-repuesto-combo-_JM,1,0,0,0,0,#784837049,Philips,OneBlade,QP2510,NA,NA,Batería,Planos
65, Maquina Afeitadora Rasuradora Vellos Facial Recargable Usb ,1499,NA,130,30,12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.6,878,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-722521048-cortabarba-philips-oneblade-qp252110-_JM,657,157,43,8,13,#722521048,Philips,OneBlade,QP2521/10,QP2521/10,45 minutos,NA,NA
66, Cortabarba Multigroom Philips Mg7715/15 13 En 1 ,1125,NA,191,9,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,96,https://perfil.mercadolibre.com.ar/-MILYON-,https://articulo.mercadolibre.com.ar/MLA-670005766-afeitadora-gama-855-inalambrica-cortapatilla-dia-del-padre-_JM,47,34,13,2,0,#670005766,GA.MA Italy,GSH SPORT,GSH 855,NA,50 MINUTOS,Inalámbrica,3 cabezales
67, Cortabarba Multigroom Philips Mg7715/15 ,2199,2999,180,1035,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,7,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=kP%2F3O4c4shC6fkuM2mbBJ7dPllpVZGA9dKl4Dk229UI5Co8XUG6LgQxCB0HNUdcR9OjGwbg0P1sUFn8w%2FR7BKPaydpV0yHXuJplDs%2Be64koieFknWFw%2FrWAs8g372Vfx1U1C7%2F0wu2%2BIUZScC55UOAQJw38egeCH2AxYl3juV0T05E%2Bqn7jRYHI0mubmqFDUcdlznz%2Foe8hACWqwG0x86x3NwdAe59LBFWsyUKyjRHu4NYbBkNxoVouqrJuMmWbj%2BpGKaaDgZgGZkWPL%2Fz37OAm0h2QbDcuwDOomElP8mJKHAFx%2Bl3IGXG50dx4LCwe5XMMZxDMgDlW%2FhLrD66Q1o7alq1vln7%2BEOV48OHfourlf8WyOjbVu9kz%2BUF1rimB0YM%2F3yosbtwJRB7v9x5DDpRvuebodvg1WE0FO9wafmgDBHYN5M6CtQWp6lFUM%2Fe37JI7l77%2BxWFPi47K6zhtPq1ETMTx%2BcQIK1vBrk708fYlXuyJZBDPzclkJST0i7J%2BV7%2FINz%2BMEXNWvkJdTi5pigrNoGmfJ0xvQ77LkE7yBtqpRu1YOUXvDhaooOacjFnLbaOgOZVcwV9kBSSpYmauHT105fPBjI8vNMmD9y9IXs4yRiQg%2BPZDgbQxd6XGyDFt8VS0FcppCTu0LzE5P%2FaPy22eYRnEKvgiW4fSlEcUg1%2BdS%2Bm1c8HI%2FmtVaJaOXhOGkGCNEus67JYTyrauDZKw7Y3MhS%2FQYcTrQYNsIrQUfKV8UpJStycrfVrfm7XUyxNhc7SneuU7iolIUnX4aZ4XTOCy7cRma0twqj0X3wwz%2FFQ6VJkLsSw5QPm7hKJzW8tM8si%2B%2BOovDbjCV4x7FmOpURFHti7TB%2Bk5xX1qt4GlC2tjPGNOsERfpnYH6%2F6pMlJCErD5dsRHvRPLVCJT38kStxj%2BYIrghWRIkIaL0lcLb0oxiEGZDiBJGA%2BJnr584hD9g%2BH9vcgzvyVfSDQxDuLLE6xSFWWcuolhUxg9uy4GhsvqDLfVCVtciA14mKtV%2F1s4wK8JZwZ8e8yS0wMfC5MNdm09k%2BP9EJERHeUqCcC8lIcp2N3UklDVltIYRqJWqw3YqwnbGEs3sJTxPS82UsDlwRj2Sibtr6MbQ7IoOdkWQtHwr6wEl3N1oD5CnfcLWIou%2Fnxz%2F9%2F0c%2FrwA5O1MmMcZvjeUQiLE484BBlVZe9SKErWEU9I1kvXM9WgEMNvQkeJz4uqf85PfuvnP%2Fqshc5nDCJ4JuJm9JST5NHnqyZECv0Y04TLlgcuFBf%2Bn%2FOfZXec%2FhT1BGyYIfoKtA30RIVDz8w1bF4LW%2BTf0XsSI%2Bawqp6CyRVTY6NNF1355TcguRR5qYhQ2RQC7TKhextGlIQeE4r%2BeUo5LXc9begV5SMC7XwVwhV1tZtU7xANpKCcf1GYrZOZvkJyGgCotjK4mrTDpdqlN2u%2Br3TcjzzLtcGS27RUOBv4MQHaeRZj6y1Okuz1xEhln%2BYDNTjvbmQM3uTT9bpDTdISaKY5Ljt%2BxBPSCrkhVMbhZ%2BJkzJVNG%2B%2BtKjdiDew%2FRfJzG3ncmC3VK7%2F4z0NRRn5dC0XCexdwww9pA4Zpx3%2FT5ZBsCtP0RjXCfPIIczvmUzgPW3VNHmd9pWqOT6lot8WCCMxzT3AU%2F%2FFXE6xkam6CE9RuQ%2BHxdui0ZuTvNoA%2Bv2NDMTaVbuM007JdwYiilqLk0caCq%2BGqD76DmaX5pbfwkNm%2BpGSteB3gX0j%2FLeLZfycrTUX8dxY%2BAcztR8CShTBdlWxlIXVzMLzfZpF0cTWdE2mJbJ9dz%2Fybac%2FM4kvnW,7,0,0,0,0,#788990716,Philips,Series 7000,MG7715/15,MG7715/15,NA,100-240 V,Planos
68, Afeitadora Philips S5070/02 + Recortador 3160 Nariz Orejas ,5999,NA,92,16,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,5,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-723885768-afeitadora-philips-aquatouch-s542024-electrica-recargable-_JM,3,2,0,0,0,#723885768,Philips,AquaTouch,S5420/24,NA,45,NA,NA
69, Philips One Blade Afeitadora Qp2510 + Repuesto Combo ,2199,NA,67,18,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,4,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-763879853-repuesto-afeitadora-braun-21b-foil-serie-3-310s-original-_JM,4,0,0,0,0,#763879853,Braun,Series 3 Linea 2018,21B,21B,NA,NA,Flexibles
70, Afeitadora Braun 130s-1 Lavable Cortapatillas ,2799,NA,365,8,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,249,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-718845241-philips-oneblade-pro-qp651020-recorta-modela-y-afeita-_JM,159,66,18,3,3,#718845241,Philips,OneBlade Pro,QP6510/20,Qp6510/20,60,Batería,NA
71, Herramientas De Corte De Barba De Afeitadora Eléctrica ,2297,NA,0,NA,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/MULTIGAMEAR,https://articulo.mercadolibre.com.ar/MLA-795422103-herramientas-de-corte-de-barba-de-afeitadora-electrica-_JM,NA,NA,NA,NA,NA,#795422103,Kemei,NA,KM-500 electric shaver beard trimmer tools,NA,NA,NA,NA
72, Afeitadora Corporal Philips Bodygroom Bg1024/10 Resist Agua ,1199,NA,96,13,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,6,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://articulo.mercadolibre.com.ar/MLA-729796422-afeitadora-gama-gsh-sport-flores-norte-_JM,4,1,0,0,1,#729796422,GA.MA Italy,GSH,855,NA,50 MINUTOS,NA,NA
