search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Color,Tipos de parlante,Peso,Conectores de entrada,Línea,Tipos de filtros del parlante
1951, Altavoz Impermeable Bluetooth Jbl Boombox Portatil Negro ,1801,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436462565-altavoz-impermeable-bluetooth-jbl-boombox-portatil-negro-_JM#position=1&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436462565,JBL,JBLBOOMBOXBLKAM,NA,Black,NA,6.25 lb,NA,NA,Activo
1952, Parlante Amplificado 1000w Bluetooth 15'' Behringer B115w ,1300,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AMARU+IMPORT,https://articulo.mercadolibre.com.pe/MPE-436395196-parlante-amplificado-1000w-bluetooth-15-behringer-b115w-_JM#position=2&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436395196,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953, Altavoz Bluetooth Inalambrico Portatil Impermeable Jbl Clip ,285,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436462808-altavoz-bluetooth-inalambrico-portatil-impermeable-jbl-clip-_JM#position=3&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436462808,JBL,NA,NA,Black,NA,1 lb,NA,NA,NA
1954, Altavoz Impermeable Bluetooth Portatil Jbl Go 2 (gris) ,235,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436463234-altavoz-impermeable-bluetooth-portatil-jbl-go-2-gris-_JM#position=4&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,13,1,1,0,0,#436463234,JBL,JBLGO2GRYAM,3 W,NA,NA,1 lb,NA,GO,Activo
1955, Echo Dot (3rd Gen) - Smart Speaker With Alexa - Sandstone ,283,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KECHVR.COM,https://articulo.mercadolibre.com.pe/MPE-436529228-echo-dot-3rd-gen-smart-speaker-with-alexa-sandstone-_JM#position=5&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436529228,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956, Ihome Ibt5880b Altavoz Portátil Con Bluetooth ,579,NA,NA,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PUNTOSOUTLET?brandId=168,https://articulo.mercadolibre.com.pe/MPE-436684524-ihome-ibt5880b-altavoz-portatil-con-bluetooth-_JM#position=6&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436684524,NA,NA,5 W,NA,NA,NA,NA,NA,NA
1957, Speaker Jbl By Harman Clip 3 Waterproof 10 Hrs Batería Nuevo ,290,NA,0,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAVIERZINHO77,https://articulo.mercadolibre.com.pe/MPE-437452050-speaker-jbl-by-harman-clip-3-waterproof-10-hrs-bateria-nuevo-_JM#position=7&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#437452050,JBL,Clip 3,3 W,NA,NA,NA,NA,NA,Activo
1958, Parlante Bluetooth Portátil ,50,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436791270-parlante-bluetooth-portatil-_JM#position=8&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436791270,Cafini,NA,5 W,NA,NA,NA,NA,NA,NA
1959, Jbl Xtreme 2 Parlante Acuatico Bluetooth Harman - Dlectro ,940,NA,0,146,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO.COM,https://articulo.mercadolibre.com.pe/MPE-437104981-jbl-xtreme-2-parlante-acuatico-bluetooth-harman-dlectro-_JM#position=9&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#437104981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960, Altavoz Bluetooth B20 ,59,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CEGOIMPORT,https://articulo.mercadolibre.com.pe/MPE-434523394-altavoz-bluetooth-b20-_JM#position=10&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#434523394,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961, Jbl Flip 4 - Altavoz Bluetooth Portatil Impermeable Y Funda ,597,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-437165765-jbl-flip-4-altavoz-bluetooth-portatil-impermeable-y-funda-_JM#position=11&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,7,2,0,0,0,#437165765,JBL,Flip 4,16 W,Ocean Blue,NA,1 lb,NA,Flip Series,Activo
1962, Jabra Speak 510 Ms - Escritorio Voip Usb Manos Libres - Blue ,649,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOISES+CHAGUA,https://articulo.mercadolibre.com.pe/MPE-434061137-jabra-speak-510-ms-escritorio-voip-usb-manos-libres-blue-_JM#position=12&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#434061137,Jabra,NA,NA,NA,NA,NA,NA,Speak,NA
1963, Parlante Halion Spider Ha-844bt 120w Sd+usb+fm ,179,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SOLUCIONES+HACS,https://articulo.mercadolibre.com.pe/MPE-437280305-parlante-halion-spider-ha-844bt-120w-sdusbfm-_JM#position=13&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#437280305,Halion,HA-844BT,120 W,NA,Subwoofer,NA,NA,NA,NA
1964, Parlante Bluetooth Vivitar Get Loud ,29,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAVEN2015,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=Ip7rrCGO8OLpdDdj2x9cb7Af5R1XxgCFovJX7i493J9V1ZV1dMPQa6CyQTpbVm7PxK1Fco3T4bLMwFPULBMnaH9sD01gOJ4Wm70WvR1hzAhTizsomjGouFTNkBiBm91w2Hh88vN3zHz%2FB55UAJOv0VVoagwPrAhphtUKgXm2X4Ou5Ce30vKtg3OsozE6e%2FbcJ77fxfCP6twoT6uuX0TKjhNh1W12BpgsdTbbhCDubirWokMADybZDQzO0A0WCQ2NoPn51kaZj8qYoOFP1Cw6OrQpAzr3QDQfpUo%2BEZKHo0PphXJxDyqB%2BBUz97YuKWMhjFJ1LCGCnUe7yM%2F%2FrtsQvqRqQANZwiyQPNe8fVP4R%2F8%2FlrBpMh9ZO9EzINNVzhH3X1cErNRRrz8bw92Ro%2FUDaF6OA9LmdDuVw897ucqLPiL7Q0L2l3RGi5KW26FWSNWjHVGiYvBd%2BGbxUfveDaE5H9AQEdK2M0e%2Fkj9eXtraZtaBcELnIhZEw4eenIC7zkJIWyUDtKZLphm9qwJ3s1ZN6dl289dd67kVP%2BsjG3vLBxXDK5FfpM3TAXeRdRXna8Wiyiy7tx2fKCZ6%2FfpCSKi%2BD4ppbkJfOBEQwJwVYt%2BNSM06wTaBVvf42K8SWn7llhV5xD%2BT4%2FjTynJKVqOLu%2Bq3mvHVoaqX21mv4NbvRzbmuUf8F5AkqGqi5lQbRmpq1eAdVbR6uIqZe%2FzE5%2Bs7Cl40LDUdxhAiEBN3X2u%2BEYA3Uzrlwy5ExNcXj5on1pF3QArw9I4JhNNrCIWP%2F0jgKFHUbnYNJwDgG6ktrEXbuw3lr8Hf30kmgcIy%2FNDLDY3hFUJMCBqML6RZ73cQ1Zm6brcvy52wCyldHbSGoQ24kzlxqrqNVktWjRyuxw2S4wnC9oH01Guv1weG7ngaF5%2BpMY3Xc1yvFYpmGJ6ory2TtjdssdxVcaJYl%2B2tFP1kH%2Fzz%2Bg%2BbSHKkCx7Bq28eVqInHN5d3SrE%2FMwue5vMBFOMAiY7wSdGdpq%2BscwnWacfUHvtiIBWGam5b6ZVFPui%2Fjb2jUCagBC0HJtaHlIcgRTkLlCbwQMbCjFZqQFPKTKPq%2FNesJqTMUsONVOQvAnn%2FA9aLtCfqTqn0z7bzaWzINfFdmrFoyVWBh6%2BMQFnY4SNWvAb9Z9wCZ95Z%2F9TCdZT4H9DiWLMjwpoCi8MPFioyKfAljtN66MB8Cr1LQDkqucNeRDdNqlX2uqC1RxWkYIVVmeJSI%2F0xJ5M5uzs6jG5SOxriGCxNBdgvITC7eZY8GNHadZ6IVeZ9TwxOssuMNU8dQLscg%2FPL%2FR%2FdiRBsprOJ%2Buwxma6ZtLur%2BJb5apM9e6u7LRmPsj9%2BquJmh1nLM6NCPakyxoa6g6IQLgCxU0%2F99WDmPL%2BB0Vr1oz5dtgqfhmXiSy7GTD6%2BPTIe9D%2BtxJZW2%2F7idGH4XzK%2BxOn2zv4FRonOIKdOA1bHSjC9%2FUEYGKJxQwUcpFFZV9a7zl0jwEZS%2FO6XWEYsJ9ljmYNCIVmTazuNjuyoy2j35Gf%2Fyh%2BCWrHb%2Bz6zgbb4t%2FzYHgCdyscU%2Bl6r2cfuT3XrYG2bWjdA5MywMSlTmmsWOs8IWscm2kzjgAJQMP2MJlIHPhJQPrRqcjiRigXSCCqBmmDYrNnaJML1oSyGyhk7%2Bbdt%2FCGO63lhZZu9j2p6PAl9G00Q%2F10koqRIxt2Z5gk1EK26Q5nc18qnErWktc%2B0HwQF8ieLk3h5x2Whqs5bw%3D%3D,NA,NA,NA,NA,NA,#436380148,Vivitar,VM60033BT-BLK-STP,NA,NA,BLUETOOTH,NA,NA,NA,NA
1965, Ue Wonderboom Bluetooth Fireball Red ,269,NA,NA,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORA+MESAJILHNOSSAC?brandId=142,https://articulo.mercadolibre.com.pe/MPE-435024169-ue-wonderboom-bluetooth-fireball-red-_JM#position=15&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#435024169,NA,NA,NA,NA,NA,425 g,NA,NA,NA
1966, Casa De Marley Chant Sport ,462,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KECHVR.COM,https://articulo.mercadolibre.com.pe/MPE-436566319-casa-de-marley-chant-sport-_JM#position=16&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436566319,NA,NA,NA,NA,NA,NA,USB,NA,NA
1967, Altavoz Bluetooth Portatil Impermeable Jbl Clip 2 (negro) ,292,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436462155-altavoz-bluetooth-portatil-impermeable-jbl-clip-2-negro-_JM#position=17&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436462155,JBL,Clip 2,NA,Black,NA,1 lb,NA,NA,NA
1968, Parlante Sony Srs-x11 Inalámbrico Portátil Bluetooth Negro ,139,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VEGA.COM+SAC,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=li27BM2pnr654oEWGykMeeGVZGrOkx4yF0uG3VZEwfqai9lsHoYi4DYtki7lHj%2Ft2RlNHIeI4BcgFyZBPjZYp1TqImY66gmb4kvzrCtkyagyYFgw2t830ueCXPbDSUu%2BZYrEdmKoZziJZWw2OwdSCbIgR30i2xhxbP%2BVXpJx%2BOQM0CxHfXkWu13JGZzZESBpA9PgYwxspr4h%2BZMZ5BWKY0XeD7TLhYgyikK90TTTzqyV2nwW54FKgQSKTLHvDX3Ia72iKKh5DuxUA3Vk%2BCswAVAjK0n7bb4J0x2jTk2o5BA%2BQg6Ost9WmGzNiijSTjDRwwii0fPkVtoqn71Jdr%2F5x6ApKUa6AzwaUIwW5RdUxhf3e7%2BxQTVQH75be1FZ66ZsyjviSLZNYRkO49Mk%2FaQC5JLKRG2XW60tTGWAWgJBJcpOVAbHnfvHWeILAFJ9WHPraVqoiHddk1OXYri2Pim74RO%2FOTDQUVDjLtl34aMnAa9DBMcXIDLTXdCBb3f8J%2FmZaXk%2BoJO5FaJHlZPC1OdEA6V%2BjHhikXJImmF7%2BD5ueY40iyXsQX7Pjf6tZPEHnCwTk0sf99%2FOdA%2BVmoTXgBXFYCDkk3gTubOn7ihJemzUH8QrkIVFZtOiHYVeDA7D8%2Fl4ZrD8A2Wjh6zU%2BkMfyLLTGKhZkJGq%2FGoSrqf17tvuWrHRtbzF4sYu7z0pKClH8VrIutCVHBsncjdia6pcJ%2Fjwo1LPMoNzz8KGg6MkLqJNI5QvmTmwPwzL4AeQ3QPjNojbmN4cE%2F%2BxSxgOULmrSyAv4DpJ5gygZZEGbMisftmpeqZlFi0eD4BTJUJyXoc5z%2BzPoQMFbceBGxuW%2FaXG%2BloHH1SeFHB%2BAn2UGN7BciNfkREvvxD6Abka0g%2FMtpi3AfQlQS7gLhOx1J6c8l1W4KBCsISor8xZRMsQnJuqv4sya2ZeyZKwcKzRq61zy%2BqDNgHyRc4EqPomwQXnZ9%2FfDe0DUFeDQRQQZTLn%2Fvx%2FCazxLZXIuuV6%2FSLNHO3OgiiRwmUeFl25FRwUIT2vbUBtl4hDg1bmlPa3x7QVSEPtiHYOe4V%2Ff%2B51ieHLli%2F3s4Hx9qmUcsA7NH1GFfVIBeRJWVrlgg2ryRVqbvZ8Yo1JBoRIhLknD57%2BvlXgeJ41qdymgGWMuRmBpel8fhM32pWW5TL6JMEZG8pKMdjp0JzytfZvv2881xrGKoJnVwaWi5LseV5cr3Frxvukc5H21anZQjWvWgRz5Py5t4Wd2PrD6qKfA9WO8H%2F8EV2nbkOh3%2BmsScplVYFZC%2BIn%2FXVm8Ekb3lUJofhupozmRTdgUJ%2BYFswIsUecUgD4rjlBIOp%2B55XRnJKL5kF5L0uUSzD9Rr22vDfmvK3JcSLYSpcy3OEdpFmk5srC4AR56wc3Ul%2F5y5iswuMbeWQYa57pQ9zP1%2B7mXANK3pMZY%2B0fOtCKPRFtApk6U%2BxyhzH6GQv5CG5NoHLrwpgbLRtu0HtDXO%2FuABycRTDP7mCPftQSew5Q5JU4Hf6lmGQKYn5HLnlHHwLZjT5sAhwJwYbpYc6crUHNMJDLDSKGLWbnD%2FBkzOhKrt5bZLxZF3%2BEY0Exh%2FXBwtKLH7nvJO4BC13RiuN1zBIsm3e5VJpSkLmEus5e4NqCPKUkNLpFdHtcCdzKlJpM2Xue7PZP5mMT1eJSXS27mC%2Bt%2FO6YDlGwXv4FN5Xrmg4FUB5zhRgxazcwYOyk8eei4MEh4O89tD7ft4%2F3m7y9xxkVIGRQZrZ7lT7tJyOx9poX,NA,NA,NA,NA,NA,#435373186,Sony,SRS-X11,10 W,NA,Bluetooth,NA,Stereo,NA,Pasivo
1969, Speaker Altavoz Inalambrico Bluetooth Trust Ziva - Negro ,69,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-436579710-speaker-altavoz-inalambrico-bluetooth-trust-ziva-negro-_JM#position=19&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436579710,Trust,Ziva,3 W,NA,NA,NA,NA,NA,Activo
1970, Jbl Soundgear Bluetooth Original ,680,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSCAR-MANUEL,https://articulo.mercadolibre.com.pe/MPE-435325513-jbl-soundgear-bluetooth-original-_JM#position=20&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#435325513,JBL,NA,NA,NA,NA,NA,NA,NA,NA
1971, Parlante Logic Mic S7550ktv - (woofer: 5.25 Satélite: 3 X2 ,210,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.CORPORACIONDASH.COM,https://articulo.mercadolibre.com.pe/MPE-432152312-parlante-logic-mic-s7550ktv-woofer-525-satelite-3-x2-_JM#position=21&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#432152312,NA,NA,NA,NA,Woofer,NA,NA,NA,NA
1972, Subwoofer Rgb Halion 120w Oferta !! ,289,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/-HARDSOFTMAIR-,https://articulo.mercadolibre.com.pe/MPE-428083498-subwoofer-rgb-halion-120w-oferta--_JM#position=22&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#428083498,NA,NA,120 W,Negro,Subwoofer,NA,NA,NA,NA
1973, Jbl Eon One Sistema Completo ,2300,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LATINMUSICMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433643934-jbl-eon-one-sistema-completo-_JM#position=23&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#433643934,JBL,EON ONE,NA,NA,NA,NA,NA,EON ONE,Activo
1974, Jbl Flip 4 Altavoz Inalambrico Portatil Con Bluetooth Y Carg ,622,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436463114-jbl-flip-4-altavoz-inalambrico-portatil-con-bluetooth-y-carg-_JM#position=24&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,7,2,0,0,0,#436463114,JBL,Flip 4,16 W,Black,NA,1 lb,NA,Flip Series,Activo
1975, Altavoz Portatil Jbl Go2 3w 5hr Bluetooth Original Nuevo ,115,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/GOMOBILES.PE,https://articulo.mercadolibre.com.pe/MPE-437311484-altavoz-portatil-jbl-go2-3w-5hr-bluetooth-original-nuevo-_JM#position=25&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,13,1,1,0,0,#437311484,JBL,GO 2,3 W,NA,NA,NA,NA,NA,Activo
1976," Parlante Bluetooth 2.1 Con Subwoofer , Marca Coolbox ",150,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-432192653-parlante-bluetooth-21-con-subwoofer-marca-coolbox-_JM#position=26&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#432192653,NA,NA,NA,NA,Subwoofer,NA,NA,NA,NA
1977, Parlantes Y Equipo De Sonido ,1,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436866702-parlantes-y-equipo-de-sonido-_JM#position=27&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436866702,Halion,Diversos,NA,NA,NA,NA,NA,NA,NA
1978, Parlante Con Bluetooth Y Micrófono ,1,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-437116487-parlante-con-bluetooth-y-microfono-_JM#position=28&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#437116487,Cafini,NA,NA,Roja,Woofer,NA,USB,NA,Activo
1979, Microfono Bluetooth Karaoke Parlanrte Inalambrico Delivery ,99,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTACIONES+LAKSHMI,https://articulo.mercadolibre.com.pe/MPE-432235357-microfono-bluetooth-karaoke-parlanrte-inalambrico-delivery-_JM#position=29&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#432235357,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980, Bose Soundlink Micro Bluetooth Nuevo Sellado Garantia ,629,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALTAPATAGONIAEXIM,https://articulo.mercadolibre.com.pe/MPE-429014851-bose-soundlink-micro-bluetooth-nuevo-sellado-garantia-_JM#position=30&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#429014851,Bose,Micro,NA,Negro,NA,NA,NA,SoundLink,Activo
1981, Bose Soundlink Color Ii Bluetooth Nuevo Sellado Garantia ,699,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALTAPATAGONIAEXIM,https://articulo.mercadolibre.com.pe/MPE-429015145-bose-soundlink-color-ii-bluetooth-nuevo-sellado-garantia-_JM#position=31&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#429015145,Bose,Color II,NA,NA,NA,NA,NA,SoundLink,Activo
1982, Parlante Iron Man Bluetooth ,45,NA,2,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ENOS7899636,https://articulo.mercadolibre.com.pe/MPE-436751940-parlante-iron-man-bluetooth-_JM#position=32&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436751940,NA,NA,NA,Roja,NA,NA,USB,NA,NA
1983, Mini Parlantes Bluetooth Soporta Mini Micro Card Buen Sonido ,25,NA,2,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REPUESTOS_CARS_PERU,https://articulo.mercadolibre.com.pe/MPE-421126004-mini-parlantes-bluetooth-soporta-mini-micro-card-buen-sonido-_JM#position=33&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#421126004,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984, Caja Acústica Amplificada 8 Usb Sd Fm Bluetooth Francys Pro ,382,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SAMPLES+MUSICALES,https://articulo.mercadolibre.com.pe/MPE-436144279-caja-acustica-amplificada-8-usb-sd-fm-bluetooth-francys-pro-_JM#position=34&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436144279,NA,NA,NA,NA,NA,NA,RCA,NA,NA
