search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tipo de alimentación,Tipos de cabezales,Tiempo de funcionamiento,Tiempo de carga,Peso
1893, Afeitadora Philips Multi Groomer Mg3750 Eeuu Sin Uso ,2255,NA,"
			
				Nuevo
			
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PALOMAAPEZTEGUIA,https://articulo.mercadolibre.com.ar/MLA-796339264-afeitadora-philips-multi-groomer-mg3750-eeuu-sin-uso-_JM#position=10&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#796339264,Philips,Multi Groomer Serie 3000,Mg3750,NA,Batería,NA,NA,NA,NA
1894, Afeitadora Philips Aquatouch S5420/24 Eléctrica Recargable ,4999,NA,"
			
				Nuevo
			
			
		",(4 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/BH+HOGAR,https://articulo.mercadolibre.com.ar/MLA-796712551-afeitadora-philips-aquatouch-s542024-electrica-recargable-_JM#position=11&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#796712551,Philips,AquaTouch,S5420/24,NA,NA,NA,45 m,1 h,NA
1895, Personal Cabello Trimmer Clipper Shaver Led Light Para Hombr ,625,NA,"
			
				Nuevo
			
			
		",(130 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SILINGGYAR,https://articulo.mercadolibre.com.ar/MLA-797017745-personal-cabello-trimmer-clipper-shaver-led-light-para-hombr-_JM#position=12&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#797017745,SILINGGY,NA,BPB016600,NA,NA,NA,NA,NA,NA
1896, Sh70 Cabezal De Corte General Para Afeitadora Philips Sh90 S ,1756,NA,"
			
				Nuevo
			
			
		",(7 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SILINGGYAR,https://articulo.mercadolibre.com.ar/MLA-797018760-sh70-cabezal-de-corte-general-para-afeitadora-philips-sh90-s-_JM#position=13&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#797018760,SILINGGY,NA,MR5550400,NA,NA,NA,NA,NA,NA
1897, Kit Afeitado 3 En 1 Nariz Bigote Barba Recargable Recoleta ,750,NA,"
			
				Nuevo
			
			
		",(77 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ROMA4087574,https://articulo.mercadolibre.com.ar/MLA-799759227-kit-afeitado-3-en-1-nariz-bigote-barba-recargable-recoleta-_JM#position=14&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#799759227,Gemei,GM,GM-3106,NA,Batería,Removibles,NA,NA,NA
1898, Afeitadora Philips Aquatouch S1030/04 ,2365,NA,"
			
				Nuevo
			
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,573,https://perfil.mercadolibre.com.ar/MASTRONARDIHOGARSRL,https://articulo.mercadolibre.com.ar/MLA-800394782-afeitadora-philips-aquatouch-s103004-_JM#position=15&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,387,125,39,13,9,#800394782,Philips,AquaTouch,S1030/04,NA,Batería,NA,NA,NA,NA
1899, Afeitadora Patillera 3 Cabezales Recargable Sin Dolor ,749,NA,"
			
				Nuevo
			
			
		",(5 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.7,7,https://perfil.mercadolibre.com.ar/FRANCOMENDEZ7,https://articulo.mercadolibre.com.ar/MLA-802406446-afeitadora-patillera-3-cabezales-recargable-sin-dolor-_JM#position=16&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,3,1,2,0,1,#802406446,Ruiying,30,FS198,NA,220v,Afeitadora Patillera 3 Cabezales,NA,NA,NA
1900, Afeitadora Philips Aquatouch At760 ,2500,NA,"
			
				Nuevo
			
			
		",(5 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/LMMARIOTTI,https://articulo.mercadolibre.com.ar/MLA-804474737-afeitadora-philips-aquatouch-at760-_JM#position=17&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#804474737,Philips,AquaTouch,At760,NA,Batería,Flexibles,NA,NA,NA
1901, Star Wars Afeitadora Philips Sw6710 Inalambrica ,12500,NA,"
			
				Nuevo
			
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/R+27,https://articulo.mercadolibre.com.ar/MLA-804651970-star-wars-afeitadora-philips-sw6710-inalambrica-_JM#position=18&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#804651970,Philips,Star Wars,SW 6710,NA,Eléctrica,NA,NA,NA,NA
1902," Afeitadora Ga.ma. Gsh 950 Sistema 3 Track, 3 Cabezales ",4811,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(99 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,14,https://perfil.mercadolibre.com.ar/EMPAKEWEB,https://articulo.mercadolibre.com.ar/MLA-622385612-afeitadora-gama-gsh-950-sistema-3-track-3-cabezales-_JM#position=19&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,10,2,1,0,1,#622385612,GA.MA Italy,GSH,GSH 950,NA,NA,NA,70 minutos,1 m,164 g
1903, Afeitadora Gama Barba Patillas Trimmer Cabezal Cuchillas ,4811,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,14,https://perfil.mercadolibre.com.ar/EMPAKEWEB,https://articulo.mercadolibre.com.ar/MLA-622657698-afeitadora-gama-barba-patillas-trimmer-cabezal-cuchillas-_JM#position=20&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,10,2,1,0,1,#622657698,GA.MA Italy,70 minutos,GSH 950,NA,NA,NA,70 s,1 m,164 g
1904, Cortabarba Philips Bt7201 Sistema Aspiración Recargable ,3599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TIENDA+FARAONE,https://articulo.mercadolibre.com.ar/MLA-633558063-cortabarba-philips-bt7201-sistema-aspiracion-recargable-_JM#position=21&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#633558063,Philips,bt7201,BT7201/15,NA,Batería,Planos,60 m,NA,NA
1905, Foil Braun Serie 346 ,780,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MERCURIO-SERVICE,https://articulo.mercadolibre.com.ar/MLA-643397122-foil-braun-serie-346-_JM#position=22&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#643397122,Braun,NA,NA,NA,NA,NA,NA,NA,NA
1906, Combo Afeitadora Gama Gsh1000 Y Cortadora Barba Trimmer 2301 ,5667,NA,"
			
				Nuevo
			
			
		",(99 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,33,https://perfil.mercadolibre.com.ar/MULTIRRUBRO,https://articulo.mercadolibre.com.ar/MLA-668559236-combo-afeitadora-gama-gsh1000-y-cortadora-barba-trimmer-2301-_JM#position=23&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,19,5,6,1,2,#668559236,GA.MA Italy,Afeitadora Cortadora Barba T Gama,GSH 1000,NA,NA,NA,Trimmer,NA,NA
1907, Afeitadora Gama Gsh 950 Inalambrica Corta Patillas Y Bigote ,5598,NA,"
			
				Nuevo
			
			
		",(5 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,14,https://perfil.mercadolibre.com.ar/GASTRO+HOGAR,https://articulo.mercadolibre.com.ar/MLA-673911519-afeitadora-gama-gsh-950-inalambrica-corta-patillas-y-bigote-_JM#position=24&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,10,2,1,0,1,#673911519,GA.MA Italy,Afeitadora,GSH 950,NA,NA,NA,70 min,1 m,164 g
1908, Multigroom Philips Mg3730/15 Barba Cabello Y Cuerpo 8 En 1 ,2399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(5 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/GENESIOHOGAR,https://articulo.mercadolibre.com.ar/MLA-712922496-multigroom-philips-mg373015-barba-cabello-y-cuerpo-8-en-1-_JM#position=25&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#712922496,Philips,Multigroom,MG3730/15,MG3730/15,NA,NA,120,NA,NA
1909, Afeitadora Ga.ma. Gsh 950 Sistema 3 Track 3 Cabezales Beiro ,5349,NA,"
			
				Nuevo
			
			
		",(300 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,14,https://perfil.mercadolibre.com.ar/BEIROHOGAR-DIGITAL,https://articulo.mercadolibre.com.ar/MLA-729743774-afeitadora-gama-gsh-950-sistema-3-track-3-cabezales-beiro-_JM#position=26&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,10,2,1,0,1,#729743774,GA.MA,Shaver,GSH 950,4011,Batería,Flexibles,70 Minutos,1 m,164 g
1910, Afeitadora Gama Gsh860 Recargable + Cortadora De Barba 6en1 ,2946,NA,"
			
				Nuevo
			
			
		",(99 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/EMPAKEWEB,https://articulo.mercadolibre.com.ar/MLA-774091627-afeitadora-gama-gsh860-recargable-cortadora-de-barba-6en1-_JM#position=27&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#774091627,GA.MA,Afeitadora,Combo,NA,NA,NA,50 MINUTOS,NA,NA
1911," Cortabarba Philips Bt7201/15, 20 Posiciones, Acero Inox. ",2599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(12 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/365+STORE,https://articulo.mercadolibre.com.ar/MLA-776783815-cortabarba-philips-bt720115-20-posiciones-acero-inox-_JM#position=28&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#776783815,Philips,Profesional,BT7201/15,BT7201/15,NA,NA,10 h de carga/45 min de uso sin cable,NA,NA
1912, Afeitadora Recargable Gama 3 Cabezales Trimmer Gsh900 ,3699,NA,"
			
				Nuevo
			
			
		",(6 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/APATECH0,https://articulo.mercadolibre.com.ar/MLA-782119917-afeitadora-recargable-gama-3-cabezales-trimmer-gsh900-_JM#position=29&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#782119917,GA.MA,RECARGABLE,GSH 900,NA,NA,Giratorios,NA,NA,NA
1913, Afeitadora Gama Gsh855 Sport ,2336,NA,"
			
				Nuevo
			
			
		",(5 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CONFORTDACARSRL,https://articulo.mercadolibre.com.ar/MLA-788261594-afeitadora-gama-gsh855-sport-_JM#position=30&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#788261594,GA.MA,Afeitadora,Eléctrica,Gsh855 Sport,Corriente directa,Giratorios,50 min,8 h,NA
1914, Afeitadora Gama 855 Inalambrica Cortapatilla Dia Del Padre ,2499,NA,"
			
				Nuevo
			
			
		",(12 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MARIAROSASALAS,https://articulo.mercadolibre.com.ar/MLA-790368085-afeitadora-gama-855-inalambrica-cortapatilla-dia-del-padre-_JM#position=31&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#790368085,GA.MA,Sport,GSH 855,NA,Eléctrica,Flexibles,NA,NA,0.144 kg
1915, Afeitadora Inalambrica Gama Gsh885 Recargable Corta Patilla ,1949,NA,"
			
				Nuevo
			
			
		",(6 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MU%C3%91OZ-HOGAR,https://articulo.mercadolibre.com.ar/MLA-791171760-afeitadora-inalambrica-gama-gsh885-recargable-corta-patilla-_JM#position=32&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#791171760,GA.MA,NA,Ghs885,NA,Batería,Giratorios,NA,NA,NA
1916, Afeitadora Philips S131002 Uso En Seco Zona Sur ,2899,NA,"
			
				Nuevo
			
			
		",(2 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,62,https://perfil.mercadolibre.com.ar/MYACOMPUTACION-LOMAS,https://articulo.mercadolibre.com.ar/MLA-796227622-afeitadora-philips-s131002-uso-en-seco-zona-sur-_JM#position=33&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,37,17,6,2,0,#796227622,Philips,Shaver Series 1000,S1310/02,NA,220v,Giratorios,NA,NA,NA
1917, Navaja Para Navaja Eléctrico Para Hombres 4 En 1 Afeitadoras ,3562,NA,"
			
				Nuevo
			
			
		",(100 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-798896415-navaja-para-navaja-electrico-para-hombres-4-en-1-afeitadoras-_JM#position=34&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#798896415,Roziapro,NA,HT966,NA,NA,NA,NA,NA,NA
1918, Norelco Sh90 Reemplazo Cabeza (2 Paquete ) ,11136,NA,"
			
				Nuevo
			
			
		",(100 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-798902272-norelco-sh90-reemplazo-cabeza-2-paquete--_JM#position=35&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#798902272,Norelco,NA,BHBUSAZIN025590,NA,NA,NA,NA,NA,NA
1919, Afeitadora Philips S1030/04 ,2999,NA,NA,(5 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,573,https://perfil.mercadolibre.com.ar/-MARQUEZDIGITAL8-?brandId=251,https://articulo.mercadolibre.com.ar/MLA-800313526-afeitadora-philips-s103004-_JM#position=36&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,387,125,39,13,9,#800313526,Philips,NA,S1030,NA,NA,NA,NA,NA,NA
1920," Recortadora De Pelo Para Hombre, Inalámbrico, Pantalla Lcd, ",1734,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SPORTSGOODSAR,https://articulo.mercadolibre.com.ar/MLA-807539810-recortadora-de-pelo-para-hombre-inalambrico-pantalla-lcd-_JM#position=37&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#807539810,OEM,NA,Original,NA,NA,NA,NA,NA,NA
1921, Afeitadora Gama Gsh 1000 Multifuncion ,2890,NA,"
			
				Nuevo
			
			
		",(2 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/GUSTAVOJEMOLI,https://articulo.mercadolibre.com.ar/MLA-810443769-afeitadora-gama-gsh-1000-multifuncion-_JM#position=38&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#810443769,GA.MA,Itali prefessional,GSH 1000,NA,NA,"cabesal de 3 cuchillas, corta patillas, clipper, 3 peines, nose trimmer",NA,NA,NA
1922, Afeitadora Portatil De Viaje Usb +micro Usb Conexion A Celular Con Otg Sin Carga (adaptador Tipoc Regalo) ,1999,NA,"
			
				Nuevo
			
			
		",(20 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MIKECOMUNICACION,https://articulo.mercadolibre.com.ar/MLA-810727620-afeitadora-portatil-de-viaje-usb-micro-usb-conexion-a-celular-con-otg-sin-carga-adaptador-tipoc-regalo-_JM#position=39&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#810727620,SIN MARCA,Afeitadora MINI Portátil Eléctrica,MAGNETIC SUCTION PHONE RAZOR,NA,3.7V,NA,NA,NA,70.5 g
1923, Cortabarba Philips Bt9280/15 Con Guía Laser ,4499,NA,"
			
				Nuevo
			
			
		",(16 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TCSHOP+ONLINE,https://articulo.mercadolibre.com.ar/MLA-649834853-cortabarba-philips-bt928015-con-guia-laser-_JM#position=40&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#649834853,Philips,Series 9000,Beardtrimmer,BT9280/15,NA,NA,NA,NA,NA
1924, Afeitadora Philips S1310/02 Uso En Seco ,4199,NA,"
			
				Nuevo
			
			
		",(158 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,62,https://perfil.mercadolibre.com.ar/TC+SHOP,https://articulo.mercadolibre.com.ar/MLA-677704856-afeitadora-philips-s131002-uso-en-seco-_JM#position=41&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,37,17,6,2,0,#677704856,Philips,Shaver series 1000,S1310/02,S1310/02,NA,NA,35 minutos,NA,NA
1925, Gama Afeitadora Gsh 900 ,2310,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,6,https://perfil.mercadolibre.com.ar/ANIKASHOP,https://articulo.mercadolibre.com.ar/MLA-716824620-gama-afeitadora-gsh-900-_JM#position=42&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,2,2,1,1,0,#716824620,GA.MA Italy,NA,GSH 900,NA,NA,NA,70 s,1 m,177 g
1926, Afeitadora Philips S1520/02 ,3435,NA,"
			
				Nuevo
			
			
		",(1 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,38,https://perfil.mercadolibre.com.ar/MASTRONARDIHOGAR,https://articulo.mercadolibre.com.ar/MLA-738119387-afeitadora-philips-s152002-_JM#position=43&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,30,6,1,0,0,#738119387,Philips,Shaver Series,S1520/02,S1520/04,Corriente directa,NA,45 m,NA,2 kg
1927, Cortabarba Beardtrimmer Philips Bt3206/14 ,2299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(205 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TC+SHOP,https://articulo.mercadolibre.com.ar/MLA-753951095-cortabarba-beardtrimmer-philips-bt320614-_JM#position=44&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#753951095,Philips,Series 3000,Beardtrimmer,BT3206/14,NA,Planos,45 minutos,NA,NA
1928, Afeitadora En Seco Philips Series1000 Sistema Closecut ,1500,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/NATALIAGS2324,https://articulo.mercadolibre.com.ar/MLA-754430111-afeitadora-en-seco-philips-series1000-sistema-closecut-_JM#position=45&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#754430111,Philips,NA,NA,NA,NA,NA,NA,NA,NA
1929, Afeitadora Philips S5070/02 Maitess ,5174,NA,"
			
				Nuevo
			
			
		",(4 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,218,https://perfil.mercadolibre.com.ar/ADMINMAITESS,https://articulo.mercadolibre.com.ar/MLA-760377446-afeitadora-philips-s507002-maitess-_JM#position=46&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,146,56,13,0,3,#760377446,Philips,AquaTouch,S5070/02,NA,Batería,NA,NA,NA,NA
1930, Imetec 3562 Gk5 100 Cortabarba Recargable 12 Posiciones Con ,1749,NA,"
			
				Nuevo
			
			
		",(6 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SEJASHOGAR,https://articulo.mercadolibre.com.ar/MLA-763241374-imetec-3562-gk5-100-cortabarba-recargable-12-posiciones-con-_JM#position=47&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#763241374,Imetec,NA,NA,NA,NA,NA,NA,NA,NA
1931, Cortabarba Beardtrimmer Philips Bt3226/14 ,2599,NA,"
			
				Nuevo
			
			
		",(61 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TC+SHOP,https://articulo.mercadolibre.com.ar/MLA-769921601-cortabarba-beardtrimmer-philips-bt322614-_JM#position=48&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,NA,NA,NA,NA,NA,#769921601,Philips,NA,Beardtrimmer,BT3226/14,Batería,Plano,NA,NA,NA
1932, Afeitadora Philips Aquatouch ,4889,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,218,https://perfil.mercadolibre.com.ar/ANTSETA,https://articulo.mercadolibre.com.ar/MLA-776634771-afeitadora-philips-aquatouch-_JM#position=49&type=item&tracking_id=ca823547-e961-44a0-b200-d0004596cda9,146,56,13,0,3,#776634771,Philips,AquaTouch,S5070/02,NA,Batería,Ergónomicos,NA,NA,NA
1933, Afeitadora Rotativa R0050 Dual Shave Remington Fgb ,2055,NA,"
			
				Nuevo
			
			
		",(5 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,13,https://perfil.mercadolibre.com.ar/FERRETERIA.GENERAL.BUSTOS,https://articulo.mercadolibre.com.ar/MLA-786822698-afeitadora-rotativa-r0050-dual-shave-remington-fgb-_JM#position=1&type=item&tracking_id=d6aa111a-1115-4957-8b6e-6d71ebe1d794,8,3,1,0,1,#786822698,Remington,twin track,DUAL SHAVE,NA,Corriente directa,Giratorios,NA,NA,NA
1934, Combo Remington Afeitadora Sf4880 + Corta Mb4130 + Pg6020 ,5799,NA,"
			
				Nuevo
			
			
		",(24 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,3,https://perfil.mercadolibre.com.ar/0LIMPYA,https://articulo.mercadolibre.com.ar/MLA-788634516-combo-remington-afeitadora-sf4880-corta-mb4130-pg6020-_JM#position=2&type=item&tracking_id=d6aa111a-1115-4957-8b6e-6d71ebe1d794,1,0,1,0,0,#788634516,Remington,Sensitive,SF4880,NA,220,Flexibles,NA,NA,NA
1935, Afeitadora Electrica Gama Gsh 895 3 Cabezales Barba Patilla ,2199,NA,"
			
				Nuevo
			
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/OFERTAPUNTUALUNO,https://articulo.mercadolibre.com.ar/MLA-789922331-afeitadora-electrica-gama-gsh-895-3-cabezales-barba-patilla-_JM#position=3&type=item&tracking_id=d6aa111a-1115-4957-8b6e-6d71ebe1d794,NA,NA,NA,NA,NA,#789922331,GA.MA Italy,GAMA,GSH 895,NA,110-220,NA,NA,NA,NA
1936, Combo Remington Afeitadora Sf4880 + Trimmer Nariz Ne3200 ,3149,NA,"
			
				Nuevo
			
			
		",(24 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,3,https://perfil.mercadolibre.com.ar/0LIMPYA,https://articulo.mercadolibre.com.ar/MLA-790892957-combo-remington-afeitadora-sf4880-trimmer-nariz-ne3200-_JM#position=4&type=item&tracking_id=d6aa111a-1115-4957-8b6e-6d71ebe1d794,1,0,1,0,0,#790892957,Remington,Sensitive,SF4880,NA,220,Flexibles,NA,NA,NA
1937, Combo Remington Afeitadora Sf4880 + Kit Corte 5 En 1 Pg181 ,3449,NA,"
			
				Nuevo
			
			
		",(24 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/0LIMPYA,https://articulo.mercadolibre.com.ar/MLA-790894517-combo-remington-afeitadora-sf4880-kit-corte-5-en-1-pg181-_JM#position=5&type=item&tracking_id=d6aa111a-1115-4957-8b6e-6d71ebe1d794,NA,NA,NA,NA,NA,#790894517,Remington,Sensitive,SF4880,NA,220,Flexibles,NA,NA,NA
