search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Color,Tipos de parlante,Peso,Conectores de entrada,Tipos de filtros del parlante
1035, Parlante Bluetooh Recargable Led Audioritmico Vintage Dekor ,259,NA,"
			
				Nuevo
			
			
		",(7 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DEKORTIME,https://articulo.mercadolibre.com.pe/MPE-436443256-parlante-bluetooh-recargable-led-audioritmico-vintage-dekor-_JM#position=16&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#436443256,Micronics,ISC,NA,NA,NA,6 kg,NA,NA
1036, Parlante Bluetooth Groot ,58,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MARTINBASAURI,https://articulo.mercadolibre.com.pe/MPE-436584770-parlante-bluetooth-groot-_JM#position=17&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#436584770,NA,NA,NA,NA,NA,NA,NA,NA
1037, Parlante Logitech Z607 5.1 160v Itelsistem ,390,NA,"
			
				Nuevo
			
			
		",(50 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ITELSISTEMSAC,https://articulo.mercadolibre.com.pe/MPE-435484428-parlante-logitech-z607-51-160v-itelsistem-_JM#position=18&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#435484428,Logitech,NA,NA,NA,NA,NA,RCA,NA
1038, Parlante Bluetooth Jbl Go 2 Sellado Garantia ,120,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(7 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/MVH+STORE,https://articulo.mercadolibre.com.pe/MPE-424316817-parlante-bluetooth-jbl-go-2-sellado-garantia-_JM#position=19&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,13,1,1,0,0,#424316817,JBL,GO 2,3 W,NA,NA,NA,NA,Activo
1039, Parlante Portatil Bluetooth Jbl Boombox 60w Dlectro ,1450,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2999 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.DLECTRO.COM,https://articulo.mercadolibre.com.pe/MPE-432774825-parlante-portatil-bluetooth-jbl-boombox-60w-dlectro-_JM#position=20&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#432774825,JBL,Boombox,60 W,NA,NA,5.25 kg,NA,Activo
1040, Parlante Leon Bluetooth/sd/usb ,69,NA,"
			
				Nuevo
			
			
		",(120 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LA.CAJA.TECNOL%C3%93GICA,https://articulo.mercadolibre.com.pe/MPE-436701594-parlante-leon-bluetoothsdusb-_JM#position=21&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#436701594,NA,NA,NA,NA,NA,NA,NA,NA
1041, Sistema De Parlantes Bluetooth Klip Xtreme Kws-615 Bluwave ,199,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-421807395-sistema-de-parlantes-bluetooth-klip-xtreme-kws-615-bluwave-_JM#position=22&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#421807395,NA,NA,NA,NA,NA,NA,NA,NA
1042, Parlante Creative T3250 Bluetooth 2.1 Black Itel ,229,NA,"
			
				Nuevo
			
			
		",(50 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ITELSISTEMSAC,https://articulo.mercadolibre.com.pe/MPE-435025555-parlante-creative-t3250-bluetooth-21-black-itel-_JM#position=23&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#435025555,NA,NA,NA,NA,NA,NA,NA,NA
1043," Parlante C/bluetooth Barril Llamadas/sd,radio Itelsistem ",49,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ITELSISTEMSAC,https://articulo.mercadolibre.com.pe/MPE-424924435-parlante-cbluetooth-barril-llamadassdradio-itelsistem-_JM#position=24&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#424924435,NA,NA,NA,NA,NA,NA,NA,NA
1044, Jbl Flip 4 - Parlante Bluetooth - Nuevo - Gris ,350,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CHAGUAVILLAJUANBECKER,https://articulo.mercadolibre.com.pe/MPE-426699959-jbl-flip-4-parlante-bluetooth-nuevo-gris-_JM#position=25&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#426699959,JBL,Flip 4,16 W,Agua,NA,NA,NA,Activo
1045, Parlante Inalambrico Logitech Ue Wonderboom Subzero Bluetoo ,285,NA,"
			
			
				
				1
				vendido
			
		",(83 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LOGINSTORELOGINSTORE?brandId=21,https://articulo.mercadolibre.com.pe/MPE-427245131-parlante-inalambrico-logitech-ue-wonderboom-subzero-bluetoo-_JM#position=26&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#427245131,LoginStore,NA,NA,NA,NA,NA,USB,NA
1046, Parlante Bluetooth Perrito Bailarín iPad iPhone Galaxy Inala ,58,NA,"
			
				Nuevo
			
			
		",(999 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ENERGYZONE_MIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-432499913-parlante-bluetooth-perrito-bailarin-ipad-iphone-galaxy-inala-_JM#position=27&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#432499913,NA,NA,NA,NA,NA,NA,NA,NA
1047, Parlantes Micronics Imagine-mic S7053bt ,130,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433423584-parlantes-micronics-imagine-mic-s7053bt-_JM#position=28&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#433423584,NA,NA,NA,NA,NA,NA,NA,NA
1048, Parlantes Subwoofer Urano Halion 150w Usb Sd Fm Bluet Kara ,290,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436242352-parlantes-subwoofer-urano-halion-150w-usb-sd-fm-bluet-kara-_JM#position=29&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#436242352,NA,NA,150 W,Negro,Subwoofer,NA,NA,NA
1049, Parlante Micronics Vesubio - Mic S7805bt ,360,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433508173-parlante-micronics-vesubio-mic-s7805bt-_JM#position=30&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#433508173,NA,NA,NA,NA,NA,NA,NA,NA
1050, Parlantes Micronics Blaster - Mic S7070bt Ktv ,240,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433516454-parlantes-micronics-blaster-mic-s7070bt-ktv-_JM#position=31&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#433516454,NA,NA,NA,NA,NA,NA,Entrada para Micrófono,NA
1051, Parlantes Micronics Mirage - Mic S7008bt ,160,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433522707-parlantes-micronics-mirage-mic-s7008bt-_JM#position=32&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#433522707,NA,NA,NA,NA,NA,NA,NA,NA
1052, Ultimate Ears Megaboom Parlante Bluetooth 20 Hrs Sumergible ,690,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAVIERZINHO77,https://articulo.mercadolibre.com.pe/MPE-435138994-ultimate-ears-megaboom-parlante-bluetooth-20-hrs-sumergible-_JM#position=33&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#435138994,Ultimate Ears,MEGABOOM,NA,NA,NA,NA,NA,Activo
1053, Parlantes 4.1 Subwoofer Lotus Halion 200w Usb Sd Fm Bluetoot ,310,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436243093-parlantes-41-subwoofer-lotus-halion-200w-usb-sd-fm-bluetoot-_JM#position=34&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#436243093,NA,NA,200 W,Negro,Subwoofer,NA,Auxiliar,NA
1054, Parlante Logitech Bluetooth Ue Roll Violet/aqua 984-000547 ,335,NA,NA,"
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORAMESAJILHNOS?brandId=153,https://articulo.mercadolibre.com.pe/MPE-435549762-parlante-logitech-bluetooth-ue-roll-violetaqua-984-000547-_JM#position=35&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#435549762,Logitech,NA,NA,NA,NA,NA,NA,NA
1055, Parlante Bluetune Bean - Selfie ,76,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436353500-parlante-bluetune-bean-selfie-_JM#position=36&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#436353500,NA,NA,NA,Roja,NA,NA,NA,NA
1056, Parlantes Micronics Nazareth - Mic S8057bt ,590,NA,"
			
				Nuevo
			
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433504379-parlantes-micronics-nazareth-mic-s8057bt-_JM#position=37&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#433504379,NA,NA,NA,NA,NA,NA,NA,NA
1057, Parlantes Micronics Bogart - Mic S7003bt ,255,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433508669-parlantes-micronics-bogart-mic-s7003bt-_JM#position=38&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#433508669,NA,NA,NA,NA,NA,NA,NA,NA
1058, Parlante Bluetooth Portatil Huawei Modelo Cm51 Speaker ,170,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.DLECTRO.COM,https://articulo.mercadolibre.com.pe/MPE-437505992-parlante-bluetooth-portatil-huawei-modelo-cm51-speaker-_JM#position=39&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#437505992,Huawei,NA,NA,NA,NA,NA,NA,NA
1059, Parlante Bluetooth 4.1 Motorola Sonic Play+ 200 - Oferta ,129,NA,"
			
				Nuevo
			
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORT+PER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-430779451-parlante-bluetooth-41-motorola-sonic-play-200-oferta-_JM#position=40&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#430779451,NA,NA,NA,NA,NA,NA,NA,NA
1060, Parlante Portátil Bluetooth Jam Trance Mini Garantía 1 Año ,89,NA,"
			
				Nuevo
			
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-429918317-parlante-portatil-bluetooth-jam-trance-mini-garantia-1-ano-_JM#position=41&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#429918317,NA,NA,NA,NA,NA,NA,Auxiliar,NA
1061, Parlante Bluetooth + Radio Fm + Usb + Contestador Llamadas ,50,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PLAZATECH,https://articulo.mercadolibre.com.pe/MPE-432228285-parlante-bluetooth-radio-fm-usb-contestador-llamadas-_JM#position=42&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#432228285,NA,NA,NA,NA,NA,NA,NA,NA
1062, Parlante Bluetooth House Of Marley Chant Mini Denim ,185,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REBAJAS-RODIEL,https://articulo.mercadolibre.com.pe/MPE-432737814-parlante-bluetooth-house-of-marley-chant-mini-denim-_JM#position=43&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#432737814,House of Marley,NA,NA,NA,NA,NA,NA,NA
1063, Liquidacion! Parlante Creative Muvo 2 Bluetooth Ww-r N Blu ,243,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REMATESYLIQUIDACION_PC,https://articulo.mercadolibre.com.pe/MPE-434594015-liquidacion-parlante-creative-muvo-2-bluetooth-ww-r-n-blu-_JM#position=44&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#434594015,NA,NA,NA,NA,NA,NA,NA,NA
1064, Parlante 10 Watts Klip Enkore Bluetooth Nfc ,140,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NANDOXSM,https://articulo.mercadolibre.com.pe/MPE-426191274-parlante-10-watts-klip-enkore-bluetooth-nfc-_JM#position=45&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#426191274,NA,NA,NA,NA,NA,NA,NA,NA
1065, Parlante Inalambrico Logitech Ue Boom 3 Bluetooth Recargab ,525,NA,NA,(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LOGINSTORELOGINSTORE?brandId=21,https://articulo.mercadolibre.com.pe/MPE-435432215-parlante-inalambrico-logitech-ue-boom-3-bluetooth-recargab-_JM#position=46&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#435432215,LoginStore,NA,NA,Azul,NA,NA,USB,NA
1066, Parlante Galaxy Ha-q67 6.5¨ C/bateria ,170,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436327567-parlante-galaxy-ha-q67-65-cbateria-_JM#position=47&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#436327567,NA,NA,NA,Negro,Subwoofer,NA,NA,NA
1067," Parlante Ha-r37 C/bateria, Negro C/plata 50w ",91,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436329676-parlante-ha-r37-cbateria-negro-cplata-50w-_JM#position=48&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#436329676,NA,NA,50 W,Gris,NA,NA,USB,NA
1068, Parlante Logitech Ue Wonderboom Bt Unicorn Bluetooth ,264,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436444648-parlante-logitech-ue-wonderboom-bt-unicorn-bluetooth-_JM#position=49&type=item&tracking_id=85005db1-fdd3-4c4f-9ef4-cf317a6439f3,NA,NA,NA,NA,NA,#436444648,Logitech,WONDERBOOM,NA,Agua,NA,NA,NA,Activo
