search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Potencia de salida (RMS),Marca,Modelo,Tipos de filtros del parlante,Peso,Color,Conectores de entrada
1019, Parlantes Inalámbricos - Bluetooth / Aux /usb - Luces-sertel ,1290,NA,0,10,18 cuotas,71.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SERTEL_SHOP,https://articulo.mercadolibre.com.uy/MLU-459489312-parlantes-inalambricos-bluetooth-aux-usb-luces-sertel-_JM#position=19&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#459489312,NA,NA,NA,NA,NA,NA,NA
1020, Parlante Manija Kts 1030 Usb Sd Fm Bluetooth ,1899,NA,0,NA,18 cuotas,105.50,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIVERSO+BINARIO,https://articulo.mercadolibre.com.uy/MLU-464307421-parlante-manija-kts-1030-usb-sd-fm-bluetooth-_JM#position=20&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#464307421,NA,NA,NA,NA,NA,NA,NA
1021, Parlante Portátil Inalámbrico Cafini 1908 Power Bank ,57,NA,0,10,18 cuotas,117.23,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ENCONTRALO.SHOP,https://articulo.mercadolibre.com.uy/MLU-462474891-parlante-portatil-inalambrico-cafini-1908-power-bank-_JM#position=21&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#462474891,NA,Cafini,NA,NA,NA,NA,NA
1022, Micrófono Karaoke Bluetooth Inalámbrico Parlante Usb- Sertel ,690,NA,9,35,18 cuotas,38.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SERTEL_SHOP,https://articulo.mercadolibre.com.uy/MLU-456785954-microfono-karaoke-bluetooth-inalambrico-parlante-usb-sertel-_JM#position=22&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#456785954,NA,Knup,KP-537BT,NA,NA,"Rosado, oro, negro.",NA
1023, Parlante Bluetooth Dixxo Go Azul C/luces Trust Ur ,29,NA,0,10,18 cuotas,59.64,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PERSONAL+COMPUTERS,https://articulo.mercadolibre.com.uy/MLU-450625744-parlante-bluetooth-dixxo-go-azul-cluces-trust-ur-_JM#position=23&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#450625744,NA,Trust,NA,NA,NA,NA,NA
1024, Parlante Portatil Jbl Flip 4 Bluetooth Negro Dcshop ,149,NA,0,99,18 cuotas,307.80,NA,Envío gratis a todo el país,NA,NA,4.9,8,http://perfil.mercadolibre.com.uy/DCSHOPCOMUY,https://articulo.mercadolibre.com.uy/MLU-463044662-parlante-portatil-jbl-flip-4-bluetooth-negro-dcshop-_JM#position=24&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,7,1,0,0,0,#463044662,16 W,JBL,Flip 4,Activo,515 g,Negro,NA
1025, Parlante Bose Soundtouch 30 Bluetooth Wifi + Envios Gratis ,862,NA,0,10000,18 cuotas,1.772.85,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-458892658-parlante-bose-soundtouch-30-bluetooth-wifi-envios-gratis-_JM#position=25&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#458892658,NA,Bose,NA,NA,NA,NA,NA
1026, Parlante Portable Bluetooth Usb Fm Luces Ritmicas ,1300,NA,0,50,18 cuotas,72.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GAFR834781,https://articulo.mercadolibre.com.uy/MLU-453014930-parlante-portable-bluetooth-usb-fm-luces-ritmicas-_JM#position=26&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#453014930,NA,NA,NA,NA,NA,NA,NA
1027, Parlante Torre Bluetooth Xion Xi-tower1 ,71,NA,0,2,18 cuotas,146.02,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONA_OFERTA,https://articulo.mercadolibre.com.uy/MLU-459914398-parlante-torre-bluetooth-xion-xi-tower1-_JM#position=27&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#459914398,NA,Xion,NA,NA,NA,NA,NA
1028, Parlante Portátil Activo Xion Ma ,28,NA,0,99999,18 cuotas,57.59,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRESERVI+MACRO,https://articulo.mercadolibre.com.uy/MLU-461813778-parlante-portatil-activo-xion-ma-_JM#position=28&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#461813778,NA,Xion,NA,NA,NA,NA,NA
1029, Parlante Bluetooth ,200,NA,0,100,18 cuotas,11.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/OPORTUNIGANGAS,https://articulo.mercadolibre.com.uy/MLU-461744533-parlante-bluetooth-_JM#position=29&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#461744533,NA,NA,NA,NA,NA,NA,NA
1030, Parlante Bluetooth Aiwa Aw-po1 100w Rms Luces Led Usb Sd Pcm ,149,NA,0,999,18 cuotas,306.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-465295935-parlante-bluetooth-aiwa-aw-po1-100w-rms-luces-led-usb-sd-pcm-_JM#position=30&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#465295935,NA,NA,NA,NA,NA,NA,NA
1031, Parlante Bluetooth Splash Resitente Agua Con Microfono ,1690,NA,0,25,18 cuotas,93.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PUNTOTECH.UY,https://articulo.mercadolibre.com.uy/MLU-464922307-parlante-bluetooth-splash-resitente-agua-con-microfono-_JM#position=31&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#464922307,NA,JBL,Splash,NA,NA,NA,NA
1032, Parlante Jvc Xs-ym8u Bluetooth Vertical / Horizontal ,7320,NA,0,2,18 cuotas,406.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PAPELERIAJF,https://articulo.mercadolibre.com.uy/MLU-463829360-parlante-jvc-xs-ym8u-bluetooth-vertical-horizontal-_JM#position=32&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#463829360,NA,NA,NA,NA,NA,NA,NA
1033, Parlante Sound Booster Dp8012 12 Consola Mf ,166,NA,0,5,18 cuotas,341.41,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MFSHOPUY,https://articulo.mercadolibre.com.uy/MLU-453758665-parlante-sound-booster-dp8012-12-consola-mf-_JM#position=33&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#453758665,NA,NA,NA,NA,NA,NA,NA
1034, Lampara Led C/parlante Bluetooth Ledstar - Nario Hogar ,15,NA,1,5,18 cuotas,30.85,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FATIMA+NARIO,https://articulo.mercadolibre.com.uy/MLU-455450838-lampara-led-cparlante-bluetooth-ledstar-nario-hogar-_JM#position=34&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#455450838,NA,Ledstar,NA,NA,NA,NA,NA
1035, Parlante Portatil Edifier Mp233 Bluetooth Nfc Microfono 9w ,64,NA,1,13,18 cuotas,131.63,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=6UCEEqOsmKnxTZnYISZCpo%2FNv%2FFz9x8FKx9CawgRrO%2Fx71FFc4xl0imuSNhGMLuI3PGJCwzWiML2QeCWzvVzyrvXAVPzkfY1zy9mPy6tMnSMHmuusSm8gWC14ZezQ2MqXRJpV4QVUZkpvb%2FLk9cI6pIf2sNBtoOGWaVtBvhTOX05uBQC0TqcS9FfSA2EYINTKSyKQW6pkXWyJfOKN%2Br1UjUxmyTIa23AtTjCLbYjpDpZP%2FPa3rPPBw0ce7CxkGttKFiC49uHbNEVnehz2CROORpj7JGh0V7mZ9IGc2OC0OZd8eawprdtAKXGyCq5tSFEPN7dreLeBSRbf4iSzvXlY3RB3uAPmNsjr4R9pQ2jolEHNlt5lURzVUSgFkkQhpVDKRYeE2q88NKHA2D9ZKmtqK1SDK0kpvuMsoUO0nbu4xlPAOl0IFLEeSbXNWKMm5UwiQtAIrXM4OrLqTX2vd2HbFVSM0h%2FnJpE%2BuUChxcTDkufv1pY34XEfSkLVw4yfnSr3j3BxRdcPpwPCSyRzDuBU5WSaZuMnpYfOHEsZTuHjj1wOAsOdiZuSL73GWyobQ74CMA%2FDmNEsVbj9pguKEwk3dtqJl5ivOQ2N8T2WfBMDgcjeXw5WqeIyVpcWELyU5b2uShrYTcgFWWgRHbhkzbAc0N%2BC9pnqU79wL0prmsFvGEZD7%2Bfm27QTw5Py78FOrdCVrDCfQ%2Fgq4JobtocJuQnjUE8re4LsOTd8NP14lHmpS9f9oGlv80JsuQGF%2FLoFW7VXC8IDAMbs8apSVKy8m9KpD4Fr5BKvMie10%2BQb5ofOJrOz3a8ej3omRAyJ%2F9nTjnhAOMgAs8H03YLr3di3fnN24TZO4DdsUv0tapnucZvNqDpwSCGApcvyET45wa5mwLF6wChJHzEFX95QzIyC47bUkx4b7jOyOiBqRolA0z08%2BAvtN2ifBla9kUuldRXLWKh899USmJImgwoZ6uy125RUiJc6LdKFZ6MV1vxryQNZlJeqvKQk0F1LZpS%2Fd0M%2BdKulzbYqhdQzxMdCt2MT8%2BJmfzu6gNnjH0lWCOWI6YGbk%2FsI7t%2BD15zn28DqqhD9yC3nbbCxDQp0c0QVnJCv1LG%2Bv0grA7kMavDdMxI%2BxqfLoc4%2FxMDbIuDvrpPX7cdtlIusCMeNwi92KfurG7qsqzG62HbKAxv4VjBQ799N%2FZHJOkF6sase%2BFOINGJ9%2Bzshyf4s3P4lXaCCDacaupJbLdyF02aFCLE5dqjmk9pNgEwQ9UVfMk9dsVqzt8E35ec%2FvTRkkjXR1LmpD2sDb4C%2FfljDAPguokBak4C5NwnAVfxuYX67s0oCIuH%2FmV5oU2FMg%2BbTDhKHHEnxN7sBBV8hZuFGry7pWllFtrnep4BVrHdgEye7au7%2BJohBShrOzXzkcYxg7a3okuZmlBogaxL5uRs3%2BnJZr6DCUgkJa1U24wXGohIhSWOm5CGzwLzvOxKgxmST5ii90O4%2FgnW6GbBfbL84XahGKY9%2FWa9lpkldovrdRMUF7bsdyJx%2Bn14j6jJ%2FcflCusinpF1znYbsr%2B3YIm65%2Bnr5GKS4uQhk4VbT1luJJ1gmb9Tn8LgmokbZXd%2FP6ajvrFNpwaF8%2B1Q9EoOFoTNTp1ovT8LSumFwC9gy7oXlyE%2FFKtx1cmPUHuqPdfiF49UMV2xpO9SLxxhj0uxhKGwCUJaUt3iojKPYVjOKjRDP7Xwj55eJbw6dGHQE1SmnQNmlu8lLOh%2B3uM9CMrDXkxZCJbzx89sL%2FCCHW4XjIPkzGcZ6E%2FOZMMmo33wWX0%2B1EmY1mQMm1W0F5KDh6zripfCWPip5TMMT4ygzKLQ8Q%3D%3D,NA,NA,NA,NA,NA,#444852040,9 W,Edifier,NA,NA,0.45 kg,NA,NA
1036, Parlante Inalambrico Charge2+ Plus Bluetooth Microfono ,1190,NA,1,994,18 cuotas,66.11,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MILENIOMUEBLES,https://articulo.mercadolibre.com.uy/MLU-447990391-parlante-inalambrico-charge2-plus-bluetooth-microfono-_JM#position=36&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#447990391,NA,NA,NA,NA,NA,NA,NA
1037, Parlante 15 Potencia Rms-80w Kendal ,6500,NA,0,100,18 cuotas,361.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOROILUY,https://articulo.mercadolibre.com.uy/MLU-458401215-parlante-15-potencia-rms-80w-kendal-_JM#position=37&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#458401215,NA,NA,NA,NA,NA,NA,NA
1038, Parlante Portatil Bluetooth Jbl Link 10 ,249,NA,0,999,18 cuotas,512.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-453743868-parlante-portatil-bluetooth-jbl-link-10-_JM#position=38&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#453743868,16 W,JBL,Link 10,Activo,710 g,NA,NA
1039, Parlante Bluetooth Hongo ,290,NA,0,NA,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LORENA2412,https://articulo.mercadolibre.com.uy/MLU-460394814-parlante-bluetooth-hongo-_JM#position=39&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#460394814,NA,NA,NA,NA,NA,NA,NA
1040, Microfono Karaoke Inalambrico Bluetooth Usb Con Parlante - ,670,NA,2,100,18 cuotas,37.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ELREGALON.COM.UY,https://articulo.mercadolibre.com.uy/MLU-460432228-microfono-karaoke-inalambrico-bluetooth-usb-con-parlante--_JM#position=40&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#460432228,NA,NA,NA,NA,NA,NA,NA
1041, Parlante Bluetooth Portátil Kolke Grab Kpp-136 Usb Fm Loi ,647,NA,NA,9999,18 cuotas,35.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-460181686-parlante-bluetooth-portatil-kolke-grab-kpp-136-usb-fm-loi-_JM#position=41&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#460181686,NA,Kolke,NA,NA,630 g,NA,NA
1042, Parlante Tg-x3 R23-14 Circuit ,413,NA,0,50,18 cuotas,22.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-454652040-parlante-tg-x3-r23-14-circuit-_JM#position=42&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#454652040,NA,NA,NA,NA,NA,NA,NA
1043, Parlante Activo Xion 15000w Led Usb Fm Bluetooth Xixt150 ,379,NA,0,99999,18 cuotas,779.48,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRETERIA+FERRESERVI,https://articulo.mercadolibre.com.uy/MLU-444991693-parlante-activo-xion-15000w-led-usb-fm-bluetooth-xixt150-_JM#position=43&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#444991693,NA,Xion,NA,NA,NA,NA,NA
1044, Parlante Portatil Bluetooth Jbl Link 300 ,399,NA,0,999,18 cuotas,820.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-453745202-parlante-portatil-bluetooth-jbl-link-300-_JM#position=44&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#453745202,50 W,JBL,Link 300,Activo,NA,NA,NA
1045, Parlante Jam Zero Chill Bluetooth Portátil Potencia Febo ,3150,NA,2,99974,18 cuotas,175.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-456689770-parlante-jam-zero-chill-bluetooth-portatil-potencia-febo-_JM#position=45&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#456689770,NA,NA,NA,NA,1.5 lb,NA,NA
1046, Mini Parlante Bluetooth Luces Led Manos Libres Klip Kws-612® ,890,NA,0,5000,18 cuotas,49.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-465180573-mini-parlante-bluetooth-luces-led-manos-libres-klip-kws-612-_JM#position=46&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#465180573,5 W,Xtreme,KWS-612M,"PARLANTE LUCES LED, MINI PARLANTE",NA,NA,NA
1047, Parlantes Edifier 2.0 S1000db Bluetooth Madera Ms 25w × 2 ,16560,NA,0,99,18 cuotas,920.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SIRIOURU,https://articulo.mercadolibre.com.uy/MLU-465314610-parlantes-edifier-20-s1000db-bluetooth-madera-ms-25w-2-_JM#position=47&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#465314610,NA,Edifier,NA,NA,NA,NA,NA
1048, Parlante Portable Bluetooth Sd Radio Fm Usb Bateria Luces ® ,1190,NA,0,49997,18 cuotas,66.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-458915893-parlante-portable-bluetooth-sd-radio-fm-usb-bateria-luces--_JM#position=48&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#458915893,NA,NA,NA,NA,NA,NA,NA
1049, Parlante Portable Jbl Go2 Bluetooth Color Rojo Envío Gratis ,1570,NA,0,100,18 cuotas,87.22,NA,Envío gratis a todo el país,NA,NA,4.8,230,http://perfil.mercadolibre.com.uy/DEACOSRL,https://articulo.mercadolibre.com.uy/MLU-461973485-parlante-portable-jbl-go2-bluetooth-color-rojo-envio-gratis-_JM#position=49&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,193,32,2,2,0,#461973485,3 W,JBL,GO 2,Activo,184 g,Rojo,NA
1050, Parlante Altavoz Portátil Bluetooth Z51 Logitech Usb 3.5mm ,900,NA,2,NA,18 cuotas,50.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+TIENDAS?brandId=280,https://articulo.mercadolibre.com.uy/MLU-448294097-parlante-altavoz-portatil-bluetooth-z51-logitech-usb-35mm-_JM#position=50&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#448294097,NA,Logitech,NA,NA,NA,NA,NA
1051, Parlante Inalámbrico Billboard Bb730 Resistente Al Agua ,20,NA,0,5,18 cuotas,41.13,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ENCONTRALO.SHOP,https://articulo.mercadolibre.com.uy/MLU-463377134-parlante-inalambrico-billboard-bb730-resistente-al-agua-_JM#position=51&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#463377134,NA,NA,NA,NA,NA,NA,NA
1052, Parlante Bose Soundtouch 10 Wifi Bluetooth + Envios Gratis ,344,NA,0,10000,18 cuotas,707.49,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-450889238-parlante-bose-soundtouch-10-wifi-bluetooth-envios-gratis-_JM#position=52&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,NA,NA,NA,NA,NA,#450889238,NA,Bose,10,Activo,NA,NA,USB
1053, Patineta Electrca Batería Samsung Parlante Bluetooth ,6970,NA,124,5,18 cuotas,387.22,NA,Envío a todo el país,NA,NA,4.2,9,http://perfil.mercadolibre.com.uy/URUGUAYKIDS,https://articulo.mercadolibre.com.uy/MLU-444647689-patineta-electrca-bateria-samsung-parlante-bluetooth-_JM#position=53&type=item&tracking_id=3df1c28b-aa09-4eda-a532-3d906b60bcff,5,3,0,0,1,#444647689,NA,NA,NA,NA,NA,NA,NA
1054, Parlante Multimedia Zqs-4209 C45-2 Circuit ,1088,NA,0,50,18 cuotas,60.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-464329894-parlante-multimedia-zqs-4209-c45-2-circuit-_JM#position=1&type=item&tracking_id=89ed96a1-a96a-49fb-bfbe-3fe1b87e6c13,NA,NA,NA,NA,NA,#464329894,NA,NA,NA,NA,1.56 kg,NA,NA
1055, Parlante Jbl Flip 4 Inalambrico Bluetooth Rojo Nnet ,135,NA,0,999,18 cuotas,277.65,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463273510-parlante-jbl-flip-4-inalambrico-bluetooth-rojo-nnet-_JM#position=2&type=item&tracking_id=89ed96a1-a96a-49fb-bfbe-3fe1b87e6c13,NA,NA,NA,NA,NA,#463273510,16 W,JBL,Flip 4,Activo,515 g,Rojo,NA
1056, Parlante Bluetooth Jsx-002 C45-8 Circuit ,713,NA,0,100,18 cuotas,39.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-464333243-parlante-bluetooth-jsx-002-c45-8-circuit-_JM#position=3&type=item&tracking_id=89ed96a1-a96a-49fb-bfbe-3fe1b87e6c13,NA,NA,NA,NA,NA,#464333243,NA,NA,NA,NA,0.5 kg,NA,NA
1057, Parlantes Profesionales Xion Xi-xt92-2 Cajas Bluetooth ,494,NA,0,2,18 cuotas,1.015.99,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONA_OFERTA,https://articulo.mercadolibre.com.uy/MLU-459936358-parlantes-profesionales-xion-xi-xt92-2-cajas-bluetooth-_JM#position=4&type=item&tracking_id=89ed96a1-a96a-49fb-bfbe-3fe1b87e6c13,NA,NA,NA,NA,NA,#459936358,NA,Xion,NA,NA,NA,NA,NA
1058, Parlante Bluetooth Resistente Al Agua Con Manos Libre Ducha ,10,NA,0,10,18 cuotas,20.57,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRETERIA+ICA,https://articulo.mercadolibre.com.uy/MLU-461432351-parlante-bluetooth-resistente-al-agua-con-manos-libre-ducha-_JM#position=5&type=item&tracking_id=89ed96a1-a96a-49fb-bfbe-3fe1b87e6c13,NA,NA,NA,NA,NA,#461432351,NA,Ledstar,NA,NA,NA,NA,NA
1059, Parlante Lg Pk5 20w Bluetooth Portatil Resistente Agua Nnet ,225,NA,0,999,18 cuotas,462.75,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-464594151-parlante-lg-pk5-20w-bluetooth-portatil-resistente-agua-nnet-_JM#position=6&type=item&tracking_id=89ed96a1-a96a-49fb-bfbe-3fe1b87e6c13,NA,NA,NA,NA,NA,#464594151,20 W,LG,NA,NA,30 kg,NA,NA
1060, Parlante Sony Mhcv71 Luces Fiesta Karaoke Bluetooth Guitarra ,31535,NA,0,5,18 cuotas,1.751.94,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/JAKERS+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463192436-parlante-sony-mhcv71-luces-fiesta-karaoke-bluetooth-guitarra-_JM#position=7&type=item&tracking_id=89ed96a1-a96a-49fb-bfbe-3fe1b87e6c13,NA,NA,NA,NA,NA,#463192436,NA,Sony,NA,NA,NA,NA,NA
1061, Parlante Jbl Go 2 Celeste Inalambrico Recargable Nnet ,46,NA,0,NA,18 cuotas,94.61,NA,Envío a todo el país,NA,NA,4.8,230,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463273670-parlante-jbl-go-2-celeste-inalambrico-recargable-nnet-_JM#position=8&type=item&tracking_id=89ed96a1-a96a-49fb-bfbe-3fe1b87e6c13,193,32,2,2,0,#463273670,3 W,JBL,GO 2,Activo,184 g,Cian,USB
1062, Parlante Portátil C/batería Bluetooth Radio Usb 8 Micro ,1759,NA,0,1000,18 cuotas,97.72,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ELGOLOSOCOTILLONYGOLOSINAS,https://articulo.mercadolibre.com.uy/MLU-463617481-parlante-portatil-cbateria-bluetooth-radio-usb-8-micro-_JM#position=9&type=item&tracking_id=89ed96a1-a96a-49fb-bfbe-3fe1b87e6c13,NA,NA,NA,NA,NA,#463617481,NA,NA,NA,NA,NA,NA,NA
1063, Parlante 1800w Xion Luces Led Bateria Recargable Usb Nnet ,69,NA,1,999,18 cuotas,141.91,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-453697702-parlante-1800w-xion-luces-led-bateria-recargable-usb-nnet-_JM#position=10&type=item&tracking_id=89ed96a1-a96a-49fb-bfbe-3fe1b87e6c13,NA,NA,NA,NA,NA,#453697702,NA,Xion,NA,NA,30 kg,NA,NA
1064, Parlante Xion Xi-xt100 ,519,NA,NA,10,18 cuotas,1.067.41,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CANUS+SA?brandId=48,https://articulo.mercadolibre.com.uy/MLU-463977581-parlante-xion-xi-xt100-_JM#position=11&type=item&tracking_id=89ed96a1-a96a-49fb-bfbe-3fe1b87e6c13,NA,NA,NA,NA,NA,#463977581,NA,Xion,NA,NA,NA,NA,NA
1065, Parlante Bluetooth Redondo Con Pie ,2900,NA,1,40,18 cuotas,161.11,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MISPETATES?brandId=425,https://articulo.mercadolibre.com.uy/MLU-453837208-parlante-bluetooth-redondo-con-pie-_JM#position=12&type=item&tracking_id=89ed96a1-a96a-49fb-bfbe-3fe1b87e6c13,NA,NA,NA,NA,NA,#453837208,NA,NA,NA,NA,NA,NA,NA
