search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Cor,Potência de saída (RMS),Formato do alto-falante,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Configuração de canais,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Voltagem,Quantidade de alto-falantes
802, Caixa Som Amplificada Bluetooth 10w Portátil ,70,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(143 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/YEHUAHUANG,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=8xYDkVOA%2B5e0YYS%2B2t5qlQNQrpGyOBQ%2F715Bcm3nJ4beg%2FO8F7RQejA0QCrNBUzcnQKY0%2FPccoKgHWb4yd3bFkVQgfL%2Fk3SwOrONlOO3z7kb6bzRhZcqEaCTeYGOFeeuZ6%2FjdXobevpSx%2FrD8HemfDE4o8Vq%2BvrgrhbdNSgtvhPwBFtN2o%2BbIrHpJ3is%2FEFGsk%2FyzU%2FkYwIipEVPuo%2FpgYj3m%2FiNTkSj0RJ7%2FNUp7gF%2FT3TZg%2F7a6ItpIX0r%2FcsL%2B07%2BZMu40U%2Bj9mlpDIhUja394coGMFFh1YuXaTUT%2FHizsmkH3gOqwMlznI4Pmd6WjIoh69skTyMwvLb5mKZcN00t49RTe7B8xlpAQ8ID7t8OpI8FNL%2FIAYIBq8AktUQq81zw%2Fh5DL5DoSgPZHk4tfsu6vPJxlNhoY43iMXGkFfTCOZsXzxrb9l3yaVc1OSraYH5lghLMT4vSmjJLa6YhSeoJYFb8cswYhl9Qev5rO%2BaHwrrVvOs%2BVtom7UikjIHGO2n%2FEqroG1V319ljtBiHhxBXfyycYEhfvrjwL4JMGwCWxui2AGH6rQO9P9f6xCp3vjc%2Fe%2FM3WE2rgX7Z1MolIVwuJv4J%2BQ%2B07zgJx7putRYscz7d00ACh7FY%2BSsGcu0wd6VU2dVduXeefAG9%2FX9N5XdDT8%2F7WzorGNAoRUIUK8DYJnUn6uvpYCQ1hEfLqM8xmS7tm9OElbN5YREUMB%2Bysh7U8ajUQW0L4V%2B%2FwtYblZVq5ogfKnj%2BGJjG5ZPnDciN6qKCg1FiuWaJT0BHYtGc2drschsEjPEJ82qRVxZDIaE6UFBvx1jmKQv5q%2B16v7V3Gm256DMTXFEAGiqpE8q7stqJDq%2Bl80jU3pLZkB9qJM%2BU%2BlliSmXesP%2BSXDlguCOCxghVnlhyApDEjapc4a2fui044hBxrGJI82%2FxWynVCyF0tXkED5%2FT%2BYNZ7arCIYQBP2rHtkcuFrGa49CsizjfyV7LpATgG%2BRzKMtuaucx7yeOUYSdrHtl02s%2BlWDmsDkrww2tqAl9%2FkO%2FWmZqvGDGdO9syZbnOMFRGokkeVqpd8rqnqiqAyy92qKyEvn1bY2OHDyVzFJN9MNOFG5hmocW0bmyFyQt6vV9Lptg8WIi6GVHp3xZv7P75DD8Ar6xIT9UgXmkxQtbV65cSh0CIYmMeFCsTXxAfo4h5pjah0RxczRALLY8G3%2BCT%2Bjt3oXhRL20KCBKa4OAMsnX42RJ7WFzJtiq9CaJqTFE3%2FMmPRQDPSiVDERFOQTEsVvLosp3k8jxwL8wEk7cN4QTOb%2B7dagv2ZnxoMy%2F3loWBiyU%2FGQbED1lQKUhqby9o77WHujz8o43ndIVTF9BbQZKEkOuOS2UaUOgyp0U7YcufN6KI3XtrLR57kuhaNRrDp4nv9QOhnquZ5uJBm9Ht%2BhOh9nM1yaCpDlJ8ttHAaQvLotAd7Xe99Rye0fqB1Z29WvDAeESPuTEzpt6L6WZZtjWCZHqxCpxgBAejz3SDtfukvaLoJr9sOJfC7Eudg1fR9VNiBztYupmPqvVSxAVGxJXw9LgQnV%2BOW1FxT%2BSSVlkQ4V6YwszmOV7u6pb7cL1D4NgBruHhqEofA%2B70ZQsJm%2BMpKkUpWDZxPpxb97wbL%2BDXJUkTO6vLQACqAgtA2N7Q3ypZELyWyJAqgp6UiFi95atOfCrrIlxSdNmGofYWLOyDfjBHww4gY4LI2tPpzLOdJWGKnfHmhXDw5CWboy286A%2FaIuwNvEkLIaaESowDtRZ2IXKfOZHwEC%2BC6M0IhclK5PewYmNkz7b%2BZvVZzcmftTeJ3%2FGlnMYQM0kDodKKk19fdQVkHtyMU%2BkDvFesg9qKrYeSG5xywYq8sM7bV8GCZC0kzzagnXktHz%2FPqIHPw%3D%3D,NA,NA,NA,NA,NA,#1295186243,Ltomex,A-80,NA,15 W,Caixa,USB,NA,NA,NA,NA,300 g,caixa,Subwoofer,De parede,5.1,NA,NA,NA,NA,NA
803, Caixa Ativa 8 Bluetooth Master Voice Bateria + Microfone Mv8 ,209,NA,"
			
				Novo
			
			
				
					 - 
				
				66
				vendidos
			
		",(89 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1998
		
		 sem juros
		
	

	
		",98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/CASAR%C3%83O+SOM1,https://produto.mercadolivre.com.br/MLB-957342111-caixa-ativa-8-bluetooth-master-voice-bateria-microfone-mv8-_JM,6,1,0,0,0,#957342111,Master Voice,MV-08,NA,NA,Caixa,Auxiliar,NA,NA,NA,NA,2.7 kg,Woofer,NA,NA,NA,NA,NA,NA,NA,NA
804, Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Cartão Sd ,17,NA,"
			
				Novo
			
			
				
					 - 
				
				17
				vendidos
			
		",(83 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 592
		
		 sem juros
		
	

	
		",92,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPPING+PRAVOC%C3%8A,https://produto.mercadolivre.com.br/MLB-1289395459-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-carto-sd-_JM,NA,NA,NA,NA,NA,#1289395459,Mini Speaker,WS 887,NA,3 W,Caixa,Auxiliar,NA,NA,NA,NA,NA,Tweeter,Ativo e Passivo,Qualquer plataforma plana,NA,NA,NA,NA,NA,NA
805, Caixa De Som Portátil Bluetooth Jbl Xtreme 2 ,1234,NA,"
			
			
				
				3
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 11803
		
		 sem juros
		
	

	
		",03,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1971,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1156773825-caixa-de-som-portatil-bluetooth-jbl-xtreme-2-_JM,1264,346,191,69,101,#1156773825,JBL,Xtreme,NA,40 W,NA,NA,80 dB,NA,NA,NA,2.393 kg,NA,Passivo,NA,NA,20 kHz,70 Hz,NA,NA,1
806, Jbl Party Box 200 Caixa De Som Portátil Bt Led 120 Wrms ,1889,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 18054
		
		 sem juros
		
	

	
		",54,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/IDM+SHOP,https://produto.mercadolivre.com.br/MLB-1163811995-jbl-party-box-200-caixa-de-som-portatil-bt-led-120-wrms-_JM,NA,NA,NA,NA,NA,#1163811995,JBL,Party Box 200,NA,120 W,Caixa,NA,NA,NA,NA,NA,NA,Woofer,Ativo,NA,NA,NA,NA,NA,NA,NA
807, Caixa Caixinha De Som Portatil Bluetooth Usb Pen Drive 316bt ,61,NA,"
			
				Novo
			
			
				
					 - 
				
				1319
				vendidos
			
		",(36 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 584
		
		 sem juros
		
	

	
		",84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.7,96,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-935368685-caixa-caixinha-de-som-portatil-bluetooth-usb-pen-drive-316bt-_JM,50,11,7,11,17,#935368685,Yes,MS-316BT/147BT/148BT/VC-M910/1728,Preto,8 W,Caixa,Auxiliar,NA,NA,NA,NA,NA,NA,Ativo,NA,NA,108 MHz,87.5 MHz,Mobile Multimedia Speaker,NA,2
808, Caixa De Som Bluethooth Portátil Amplificada Kts 1061 ,69,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(97 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 669
		
		 sem juros
		
	

	
		",69,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,25,https://perfil.mercadolivre.com.br/SAMONTELOJAVIRTUAL,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=hCwvPNscjo0LR6UwkM8UqOci7VGlVysVW0jOUIt3ScfZCMxalni3hLtEGwk3%2F379z3vMEzQh6%2BVf%2FdA%2B5owF9B8%2Fxy%2FRCcWviFbpITyXIxHZzPEIz1UQMLtS%2FRyzhJN1LiQZcJ33uQ8vBnzq6HEPLjQ3RQ%2F9NI3x25Hq6ciuPugpBl2x4BqA2v8Us4H0ZabYrP1dkL2wr2u6ickrVwWNf1mGuSEBg4DuiFyEaXICpKoJ2FOGHRjhGbjrnVJuUCBgxd06JN%2FIOeSPxmmW7ekUx1S5nnddDmd23yqy1BXW30NnamPb%2Fuj2tWAdmhbatPd7hUq3EfUt8%2F7yMVz%2FCyjmqyvfNLJNef25tv88CboJrJZ5%2BjyC2OnPZuSonzVl3FSenSBAEgaq2l%2Bov8w%2BV96qbmQRDkOhWQrvEAJbyhDnjkgSaOntkt19G9%2Br%2FKs%2FAG40n8YU09NHAT0fYzJsq0u5J053cFOX6iydFRwVqlYut2jcsyQxxcnSivWp1xgiYqJA9vp%2FVNENharLIAenAIoRklq%2BSCaHWKFl6BJ8VEAraX9dELtvOPZEKORxD4%2B1F7ecm7uHbI4mWoIR1qtTbRU2n%2FPYmbopq5RmFIy9iHGSGEKtXvyQJR7Ll8PhrEuEzzCPgZaCMjOs6Y5iHvmXccATza1vkX9Di14HDUzz%2BLvWElZWibDMDZfcGgYTh7472aK9ILS8CFXtXXkSJoK%2F74ZV2bjp0TXtLvzwoWW2LTbcrvSVCA1bLnIPYjZRWZDCFubNweTEPdI1038Ei9jTMwXmoK0raJlVyqNZ6qlw4AtnMCvO4gHvVlH0no77F7%2FBta9n32mCnqcvrzMDK0hCZoi8JGiBePkv8Qriw5uDC9UQI1BJZwCBoBtLE4yNbojtx0bydO5a9WGjnaPT3gIKyrHSL%2BtRQiu43dl%2Fqr8mMOqXS%2FkQrB0LoF90p1hoZ%2F8D20C7JZZhIPSkJqez95CPEYKhnEwfkkW2Tmvoj1scsHgYH7weHGXEN1R2ARB4h%2BMXKqY7hd6XJNUZ2bG5Mq6BXj4BLNFdBFjIDZjUXA%2FoGhsnb4FaiIJm1JOZVreeZhmCMQr68a%2FS%2BwOK595fUivEmavr0UYKbM%2FrvGB5Qy0GiPao3gsaCObyPvDSTLmw3%2B5o2TeG7RSXnE0A2Xncam8ETk4atUK7Ny0VscEYHvg4EPmbi%2BDvdbfbt8Qa3wSP5Ouokwro05cBo64CimD7rPHoTFm6wNELwAYEUlZgTWpVf6yKs159faR8MJLuvnQ%2BFGh9bs68iCiAlBHjcBDG7AmdMwmhtletlSJdoVeoar%2Fq7AqaVSUbqVnOAnK9tE%2FZXh2GMJJ69MGmA0xsuwzPJqjxQlBpkiM%2FQgjmT3c3DK5CEFXdKxmsKzq4Y9pOu8T05iltr8qotL9jZNX683fomAN0jFdv1eDfNpL5ZO%2BFY3B0vBH4Gj2oKA9u5yVd%2BNCgswF5JpvKaJMObvS3JJcg3n%2FzInAc5QGMGy5UBRy8DkusTOj31Scu7wA%2FSsUgbmd4%2BCprtd8Na7wih5gVI0ulGMpjkHbzWr7sszf1blBW7zQjHlDi5kptFqJ8XUiTGPBh6bs9Akq%2BRA%2BRt9u1rcIuqlVuDB1bYL6aCLnR6yG%2Fo77Y4ZACGIVLW503pIi1zBbdah0XzVLMeE2STEOr22LLS243Q3cjbHmh88DBebenSbe%2BvIdgQYoj7kAhCyQjlHMap1ptnAhZSYO8z7TjucGFijqjv6cC2L2xke0neF8c8KmQ9aG24XMtjp9keagmVY3yO8iL4AFIUFLiuuamtENMVUQNIbBanSqjzZzh7sGuPTCe7pvfpNX2ayZC6lHkYJrx%2BiHSvbx3frE%2BhgMiz1Sa,17,4,4,0,0,#1214557606,JBL,CHARGER 2+,Preto,20 W,LATERAIS,NA,NA,NA,NA,NA,NA,NA,Ativo,NA,NA,NA,NA,NA,NA,NA
809, Caixa Som Blueooth Speaker Lg 20w Apt-x Hd Apt-x Sbc Aac Pk5 ,378,NA,"
			
			
				
				16
				vendidos
			
		",(129 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3615
		
		 sem juros
		
	

	
		",15,NA,Envio para todo o país,NA,NA,5.0,1,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1182691693-caixa-som-blueooth-speaker-lg-20w-apt-x-hd-apt-x-sbc-aac-pk5-_JM,NA,NA,NA,NA,NA,#1182691693,LG,NA,Preto,20 W,NA,NA,NA,129 mm,119 mm,220 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810, Caixa De Som Amplificada Bluetooth 100w Rms Microfone Fm Sd ,264,NA,"
			
				Novo
			
			
				
					 - 
				
				199
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2533
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,104,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1147077240-caixa-de-som-amplificada-bluetooth-100w-rms-microfone-fm-sd-_JM,66,19,5,8,6,#1147077240,Multilaser,SP302,NA,100 W,Caixa,Bluetooth. USB. Cartão SD. Auxiliar P2. Microfone P10. FM,85 dB,27 cm,22 cm,47 cm,2.615 g,Woofer. Subwoofer,Ativo/Passivo,NA,NA,NA,NA,Caixa De Som Amplificada,NA,3
811, Caixa Som Amplificada Radio Bluetooth Usb Sd Fm Potente Leds ,216,NA,"
			
				Novo
			
			
				
					 - 
				
				51
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1804
		
		 sem juros
		
	

	
		",04,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,16,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-1035694068-caixa-som-amplificada-radio-bluetooth-usb-sd-fm-potente-leds-_JM,6,6,1,1,2,#1035694068,Goldenultra,BT-1507,NA,25 W,Caixa,Entrada para Microfone,80 dB,20.5 cm,10.5 cm,31 cm,1.6 kg,NA,Ativo,NA,NA,108 MHz,87.5 MHz,Caixa de Som Portátil Com Microfone,NA,2
812, Caixa De Som Bluetooth Portátil 15w Rádio Fm Mp3 Usb Aux Sd ,31,NA,"
			
				Novo
			
			
				
					 - 
				
				40
				vendidos
			
		",(37 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 590
		
		 sem juros
		
	

	
		",90,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,5,https://perfil.mercadolivre.com.br/SHOP+BEST.PRICE,https://produto.mercadolivre.com.br/MLB-1169549747-caixa-de-som-bluetooth-portatil-15w-radio-fm-mp3-usb-aux-sd-_JM,3,0,1,1,0,#1169549747,Briwax,BF-1605,NA,15 W,Caixa,USB,80 dB,NA,NA,NA,NA,Tweeter,Woofer,Portátil,2.1,NA,NA,Torre Ampliticada,110/220v ou USB 5v,NA
813, Caixinha Som Bluetooth 4.0 Fm P2 Mp3 Pendrive C/ Garantia Nf ,58,NA,"
			
				Novo
			
			
				
					 - 
				
				255
				vendidos
			
		",(40 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 584
		
		 sem juros
		
	

	
		",84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.9,11,https://perfil.mercadolivre.com.br/REIDOSELETR%C3%94NICOS,https://produto.mercadolivre.com.br/MLB-699694712-caixinha-som-bluetooth-40-fm-p2-mp3-pendrive-c-garantia-nf-_JM,4,4,2,0,1,#699694712,GiBox,G63,NA,10 W,Caixa,USB,80 dB,NA,NA,NA,300 g,Subwoofer,Ativo,"Casa, De piso",NA,NA,NA,NA,110V/220V (Bivolt),NA
814, Caixa Som Amplificada Bluetooth 40w Led Dj Fm Usb Mp3 Preto ,273,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(992 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2275
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/OBVIUS_ACOUSTIC_BOX,https://produto.mercadolivre.com.br/MLB-1128634365-caixa-som-amplificada-bluetooth-40w-led-dj-fm-usb-mp3-preto-_JM,NA,NA,NA,NA,NA,#1128634365,Grasep,D-BH2705,NA,40 W,NA,NA,NA,36 cm,22 cm,23 cm,2.325 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
815, Caixa De Som Multifuncional Wireless Speaker Celular Tablete ,37,NA,"
			
				Novo
			
			
				
					 - 
				
				14
				vendidos
			
		",(986 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 633
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ACMN.VENDAS,https://produto.mercadolivre.com.br/MLB-1000754225-caixa-de-som-multifuncional-wireless-speaker-celular-tablete-_JM,NA,NA,NA,NA,NA,#1000754225,Yes,HF-Q3,NA,5 W,Caixa,Auxiliar,NA,NA,NA,NA,457 g,NA,Tweeter,NA,5.1,NA,NA,NA,NA,NA
816, Torre Som Expandido Panasonic Bluetooth 1400w Sc-ua7lb-k ,1524,NA,"
			
			
				
				17
				vendidos
			
		",(90 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 14566
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,NA,NA,5.0,2,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-930091872-torre-som-expandido-panasonic-bluetooth-1400w-sc-ua7lb-k-_JM,NA,NA,NA,NA,NA,#930091872,Panasonic,SC-UA7LB-K,Black,NA,Torre,Entrada para Microfone,NA,744 mm,295 mm,260 mm,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA
817, Caixa Amplificada Multi Connect Bluetooth 500w Rms Amvox ,789,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(86 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7550
		
		 sem juros
		
	

	
		",50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,175,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166271500-caixa-amplificada-multi-connect-bluetooth-500w-rms-amvox-_JM,123,30,13,4,5,#1166271500,Amvox,ACA 501,NA,500 W,Caixa,P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caixa Amplificada Bluetooth,110V/220V (Bivolt),NA
818, Caixa Som Amplifica Bluetooth 40w Led Dj Fm Usb Mp3 Vermelho ,274,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(990 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2283
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TUDO+SOUND,https://produto.mercadolivre.com.br/MLB-1108864964-caixa-som-amplifica-bluetooth-40w-led-dj-fm-usb-mp3-vermelho-_JM,NA,NA,NA,NA,NA,#1108864964,Grasep,D-BH2705,NA,40 W,NA,NA,NA,36 cm,22 cm,23 cm,2.325 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
819, Caixa De Som Trc 213 Retrô 35w Rms Bluetooth Madeira ,239,NA,"
			
			
				
				27
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1992
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/DELOX+OFICIAL?brandId=1640,https://produto.mercadolivre.com.br/MLB-1068365655-caixa-de-som-trc-213-retr-35w-rms-bluetooth-madeira-_JM,NA,NA,NA,NA,NA,#1068365655,TRC,TRC213,Madeira,35 W,Caixa,USB,NA,NA,NA,NA,2.08 kg,Caixa,Caixa,De piso,NA,NA,NA,NA,Bivolt chaveado,NA
820, Caixa De Som Amplificada 40w Rms Led Bluetooth Sd Pendrive ,179,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(209 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1492
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ARTFLEXSUPORTES,https://produto.mercadolivre.com.br/MLB-1187352332-caixa-de-som-amplificada-40w-rms-led-bluetooth-sd-pendrive-_JM,NA,NA,NA,NA,NA,#1187352332,Importado,SP256,NA,40 W,Caixa,Auxiliar,NA,NA,NA,NA,NA,Super tweeter,Tweeter,todos,5.1,NA,NA,NA,NA,NA
821, Caixa Som Amplificada Bluetooth Potente 1000wpmpo 3202 ,358,NA,"
			
			
				
				6
				vendidos
			
		",(500 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2992
		
		 sem juros
		
	

	
		",92,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1105303165-caixa-som-amplificada-bluetooth-potente-1000wpmpo-3202-_JM,NA,NA,NA,NA,NA,#1105303165,Grasep,NA,Vermelha,NA,NA,Entrada para Microfone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822, Caixa De Som Jbl Go Portátil Pequena Cinza Grey Original ,155,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1292
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,11,https://perfil.mercadolivre.com.br/MUNDOVARIEDADESBH,https://produto.mercadolivre.com.br/MLB-1206642058-caixa-de-som-jbl-go-portatil-pequena-cinza-grey-original-_JM,7,4,0,0,0,#1206642058,JBL,GO,NA,3 W,NA,NA,80 dB,NA,NA,NA,0.144 kg,NA,Passivo,NA,NA,20 kHz,180 Hz,NA,NA,1
823, Google Home Assistente Pessoal Caixa De Som Original Vitrine ,415,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(73 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3466
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CLICOUCELULARES,https://produto.mercadolivre.com.br/MLB-1137995556-google-home-assistente-pessoal-caixa-de-som-original-vitrine-_JM,NA,NA,NA,NA,NA,#1137995556,Google,Google Home GA3A00417A14,NA,7 W,Caixa,NA,NA,NA,NA,NA,1100 g,Subwoofer,Ativo/Passivo,Casa,5.1,NA,NA,NA,NA,1
824, Caixa Som Banheiro Prova D Água Bluetooth Android E Ios ,22,NA,"
			
				Novo
			
			
		",(999 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 575
		
		 sem juros
		
	

	
		",75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TBSTORE..,https://produto.mercadolivre.com.br/MLB-1225937933-caixa-som-banheiro-prova-d-agua-bluetooth-android-e-ios-_JM,NA,NA,NA,NA,NA,#1225937933,Baisec,caixinha de som,NA,5 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825, Caixa De Som Jbl Charge 3 Bluetooth 100% Original Lacrado ,681,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(94 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5675
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2391,https://perfil.mercadolivre.com.br/AELETRO+TOP,https://produto.mercadolivre.com.br/MLB-1232059520-caixa-de-som-jbl-charge-3-bluetooth-100-original-lacrado-_JM,1771,340,138,52,90,#1232059520,JBL,Charge 3,NA,20 W,Caixa,NA,80 dB,NA,NA,NA,1.55 kg,NA,NA,Pode ser usado em qualquer lugar,NA,20 kHz,65 Hz,NA,NA,2
826, Caixinha Som Portatil Bluetooth 20w Sd Usb Radio Fm Caixa ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				1240
				vendidos
			
		",(9948 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 833
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,33,https://perfil.mercadolivre.com.br/ODETEX10,https://produto.mercadolivre.com.br/MLB-699314902-caixinha-som-portatil-bluetooth-20w-sd-usb-radio-fm-caixa-_JM,18,10,3,0,2,#699314902,Universal 5,Universal Bluetooth,NA,20 W,Caixa,NA,NA,NA,NA,NA,NA,NA,Universal 5,NA,não,NA,NA,20W,NA,NA
827, Mini Speaker Marshall Kilburn Cream ,1327,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 11062
		
		 sem juros
		
	

	
		",62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,9,https://perfil.mercadolivre.com.br/VIP.TECH,https://produto.mercadolivre.com.br/MLB-918984148-mini-speaker-marshall-kilburn-cream-_JM,9,0,0,0,0,#918984148,Marshall,CS10136T,NA,15 W,Caixa,NA,NA,NA,NA,NA,3 kg,STEREO / MONO  Stereo,Ativo,NA,NA,NA,NA,NA,NA,NA
828, Caixa Som Harman Kardon Onyx Studio 5 50w Hkonyxstu5pto ,799,NA,"
			
			
				
				4
				vendidos
			
		",(72 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7636
		
		 sem juros
		
	

	
		",36,NA,Envio para todo o país,NA,NA,4.9,15,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1204498915-caixa-som-harman-kardon-onyx-studio-5-50w-hkonyxstu5pto-_JM,14,1,0,0,0,#1204498915,Harman Kardon,Onyx Studio,Preto,50 W,NA,NA,NA,284 mm,128 mm,291 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
