search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de parlante,Tipos de filtros del parlante,Lugares de colocación,Formato del parlante,Configuración de canales,Conectores de entrada,Peso,Voltaje,Ancho,Altura
21, Parlante Karaoke Bluetooth Usb Microsd Aux Luces + Microfono ,3199,4300,"
			
				Nuevo
			
			
				
					 - 
				
				192
				vendidos
			
		",(46 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,7,https://perfil.mercadolibre.com.ar/AJAXGOLD,https://articulo.mercadolibre.com.ar/MLA-609304272-parlante-karaoke-bluetooth-usb-microsd-aux-luces-microfono-_JM,6,0,1,0,0,#609304272,Kolke,NA,Kpmm 221,60 W,Karaoke,Woofer,"Exterior, Interior",Columna,2.1,"USB, Bluetooth, microSD, Aux 3.5 mm",NA,NA,NA,NA
22, Parlante Portatil Bluetooth Noga Ngs-310 Usb Sd Fm Led Gtia ,279,NA,"
			
				Nuevo
			
			
				
					 - 
				
				599
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,69,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,https://articulo.mercadolibre.com.ar/MLA-633579521-parlante-portatil-bluetooth-noga-ngs-310-usb-sd-fm-led-gtia-_JM,36,19,7,4,3,#633579521,Noganet,Go!,NGS-310USB,3 W,Tweeter,Pasivo,NA,Caja,1,Auxiliar,NA,NA,NA,NA
23, Parlante Portátil Vivitar Bluetooth Diseño + Colores + Potencia + Cuotas Sin Interes! ,1999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				165
				vendidos
			
		",(44 disponibles),6 cuotas sin interés,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,14,https://perfil.mercadolibre.com.ar/ELECTROWORLDGROUPARGENTINA,https://articulo.mercadolibre.com.ar/MLA-760433469-parlante-portatil-vivitar-bluetooth-diseno-colores-potencia-cuotas-sin-interes-_JM,10,2,1,0,1,#760433469,Vivitar,FABRIC COLLECTION,VF60013BT,5 W,Tweeter,Woofer,"Piso, mesa, estante",Caja,NA,NA,NA,5V,NA,10 cm
24, Sony Srs-xb01 Parlante Inalambrico Portatil Resiste Agua Bt! ,2679,NA,"
			
				Nuevo
			
			
				
					 - 
				
				295
				vendidos
			
		",(89 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,29,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-628486050-sony-srs-xb01-parlante-inalambrico-portatil-resiste-agua-bt-_JM,22,5,2,0,0,#628486050,Sony,SRS,SRS-XB01,10 W,portatil,Portátil,portatil,Caja,si,NA,160 g,USB,NA,NA
25, Parlante Portátil Karaoke Radio Fm + Bluetooth + Usb + Sd + Luces + Microfono Inalámbrico! Potencia! En Cuotas! ,6499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				127
				vendidos
			
		",(67 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,3.6,5,https://perfil.mercadolibre.com.ar/ELECTROWORLDGROUPARGENTINA,https://articulo.mercadolibre.com.ar/MLA-761047217-parlante-portatil-karaoke-radio-fm-bluetooth-usb-sd-luces-microfono-inalambrico-potencia-en-cuotas-_JM,2,1,0,2,0,#761047217,Otras Marcas,NA,TAR-1512,NA,Subwoofer,NA,De piso,Caja,NA,NA,NA,220,38.5 cm,57.5 cm
26, Parlantes Bluetooth Thonet And Vander Frei Ideal Celulares ,2998,NA,"
			
				Nuevo
			
			
				
					 - 
				
				174
				vendidos
			
		",(33 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,317,https://perfil.mercadolibre.com.ar/ROITZSA,https://articulo.mercadolibre.com.ar/MLA-751396224-parlantes-bluetooth-thonet-and-vander-frei-ideal-celulares-_JM,194,87,26,6,4,#751396224,Thonet & Vander,NA,Frei,16 W,Activo,Portable,Transportable,Caja,1.0,NA,NA,NA,NA,NA
27, Parlante Jbl Go 2 Bluetooth Portátil Sumergible 3w Go2 Cuota ,3399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				139
				vendidos
			
		",(8 disponibles),6 cuotas sin interés,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,850,https://perfil.mercadolibre.com.ar/ITECOM+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-756256332-parlante-jbl-go-2-bluetooth-portatil-sumergible-3w-go2-cuota-_JM,708,131,10,0,1,#756256332,JBL,NA,GO 2,3 W,Tweeter,Pasivo,Todos,Portátil,NA,NA,186 g,NA,NA,NA
28, Parlante Portátil Bluetooth Fm Usb Celular Computadora Tablet Control Remoto Diseño + Sonido Manos Libres Inalámbrico ,1390,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1331
				vendidos
			
		",(428 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,162,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-739078010-parlante-portatil-bluetooth-fm-usb-celular-computadora-tablet-control-remoto-diseno-sonido-manos-libres-inalambrico-_JM,106,36,12,5,3,#739078010,Otras Marcas,ALIV,ALIV-07,10 W,Subwoofer,Activo,NA,Caja,NA,"Bluetooth, USB, microSD, AUX",NA,usb,NA,NA
29, Parlante Bluetooth Jbl Flip 4 iPhone Android 100% Original ! ,7750,NA,"
			
				Nuevo
			
			
				
					 - 
				
				433
				vendidos
			
		",(15 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1946,https://perfil.mercadolibre.com.ar/TECNOPARAVOS,https://articulo.mercadolibre.com.ar/MLA-661330596-parlante-bluetooth-jbl-flip-4-iphone-android-100-original--_JM,1660,245,30,6,5,#661330596,JBL,Flip Series 4,Flip 4,16 W,Portatil,Portátil,NA,NA,NA,NA,515 g,NA,NA,NA
30, Parlante Portátil Karaoke Potente! Bluetooth - Sd - Radio Fm - Luces Led! Bateria Recargable! ,3999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				428
				vendidos
			
		",(15 disponibles),12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,46,https://perfil.mercadolibre.com.ar/ELECTROWORLDGROUPARGENTINA,https://articulo.mercadolibre.com.ar/MLA-762427109-parlante-portatil-karaoke-potente-bluetooth-sd-radio-fm-luces-led-bateria-recargable-_JM,30,9,4,0,3,#762427109,Otras Marcas,PBX-811,PBX-811,NA,Woofer,NA,"De piso, EXTERIORES",Caja,NA,NA,NA,110V/220V (Bivolt),24.5 cm,38 cm
31, Parlante Kanji Harrison Acid 250w Fm Mic Karaoke Bluetooth ,3199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				395
				vendidos
			
		",(500 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,31,https://perfil.mercadolibre.com.ar/4KRC,https://articulo.mercadolibre.com.ar/MLA-745411755-parlante-kanji-harrison-acid-250w-fm-mic-karaoke-bluetooth-_JM,22,6,1,1,1,#745411755,Kanji,HARRISON,Acid,250 W,Tweeter,NA,"Salon, Fiestas",Caja,NA,Plug,NA,220V,NA,NA
32, Parlante Portátil Bluetooth Usb Radio Fm Charge Mini ,799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				192
				vendidos
			
		",(4 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,11,https://perfil.mercadolibre.com.ar/MWPRODUCTSARGENTINA,https://articulo.mercadolibre.com.ar/MLA-736936659-parlante-portatil-bluetooth-usb-radio-fm-charge-mini-_JM,7,1,1,2,0,#736936659,Genérico,NA,Charge Mini,6 W,portatil,NA,NA,Caja,NA,NA,512 g,3.7V,NA,NA
33, Parlante Portátil Karaoke Potente! Bluetooth - Sd - Radio Fm - Luces Led! Bateria Recargable! ,3999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				31
				vendidos
			
		",(54 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ELECTROWORLDGROUPARGENTINA,https://articulo.mercadolibre.com.ar/MLA-792522316-parlante-portatil-karaoke-potente-bluetooth-sd-radio-fm-luces-led-bateria-recargable-_JM,NA,NA,NA,NA,NA,#792522316,QFX,NA,PBX-811 BLK,40 W,PORTATIL,Woofer,"Piso, PARED, PATIO",Caja,2.1,NA,NA,NA,24.5 cm,38 cm
34, Parlante Portatil Recargable Bluetooth Usb Radio Fm Potente Sonido Y Alcance. Portatil ,659,NA,"
			
				Nuevo
			
			
				
					 - 
				
				155
				vendidos
			
		",(24 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,8,https://perfil.mercadolibre.com.ar/RGC+STORE,https://articulo.mercadolibre.com.ar/MLA-702645846-parlante-portatil-recargable-bluetooth-usb-radio-fm-potente-sonido-y-alcance-portatil-_JM,7,1,0,0,0,#702645846,OTK,NA,OTK 113,4 W,Mini tweeter,Mini tweeter,Toda superficie que permita apoyarlo o trasnportarlo,Portatil,RADIO FM,Auxiliar USB,NA,NA,NA,NA
35, Parlante Bluetooth Proline Pr70-p 550w Mp3 Usb Bluetooth Sd ,2529,NA,"
			
				Nuevo
			
			
				
					 - 
				
				175
				vendidos
			
		",(12 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,12,https://perfil.mercadolibre.com.ar/CASA-DEL-SONIDO,https://articulo.mercadolibre.com.ar/MLA-719254899-parlante-bluetooth-proline-pr70-p-550w-mp3-usb-bluetooth-sd-_JM,8,3,1,0,0,#719254899,Proline,Hogar,PR70-P,9 W,NA,NA,interior,Caja,NA,Auxiliar,NA,220,NA,NA
36, Parlante Portatil Bluetooth Noblex Psb02 Adorable 3w ,649,NA,"
			
				Nuevo
			
			
				
					 - 
				
				478
				vendidos
			
		",(119 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,90,https://perfil.mercadolibre.com.ar/DISGLAS,https://articulo.mercadolibre.com.ar/MLA-763775279-parlante-portatil-bluetooth-noblex-psb02-adorable-3w-_JM,67,19,2,1,1,#763775279,Noblex,Adorable,PSB02,3 W,NA,Activo,NA,NA,NA,NA,NA,NA,NA,NA
37, Parlante Portatil Jbl Flip 4 Bluetooth Android iPhone Origin ,7980,NA,"
			
				Nuevo
			
			
				
					 - 
				
				647
				vendidos
			
		",(997 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1946,https://perfil.mercadolibre.com.ar/LATITUDES+SUR,https://articulo.mercadolibre.com.ar/MLA-616568753-parlante-portatil-jbl-flip-4-bluetooth-android-iphone-origin-_JM,1660,245,30,6,5,#616568753,JBL,Flip Series,Flip 4,16 W,Tweeter,Subwoofer,"Pared, Techo, Poste, Piso",Line array,7.1,NA,515 g,220V,NA,NA
38, Parlante Bluetooth Portatil Kolke Usb Sd Luces Led 30w ,1499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				77
				vendidos
			
		",(18 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,10,https://perfil.mercadolibre.com.ar/AJAXGOLD,https://articulo.mercadolibre.com.ar/MLA-703708458-parlante-bluetooth-portatil-kolke-usb-sd-luces-led-30w-_JM,7,1,1,1,0,#703708458,Kolke,NA,Kpm 273,30 W,NA,Portátil,NA,NA,NA,NA,NA,5V,NA,NA
39, Parlante Portatil Jbl ® Flip 4 Bluetooth Sumergible Original Garantia Oficial ,8999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				127
				vendidos
			
		",(169 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1946,https://perfil.mercadolibre.com.ar/PUNTO_+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-703685840-parlante-portatil-jbl-flip-4-bluetooth-sumergible-original-garantia-oficial-_JM,1660,245,30,6,5,#703685840,JBL,Flip,Flip 4,16 W,NA,Pasivo,NA,NA,NA,NA,515 g,NA,NA,NA
40, Parlante Bluetooth Recargable Para La Ducha Resistente Agua ,319,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2089
				vendidos
			
		",(6105 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,33,https://perfil.mercadolibre.com.ar/ELECTRO+KAMALEON,https://articulo.mercadolibre.com.ar/MLA-685066598-parlante-bluetooth-recargable-para-la-ducha-resistente-agua-_JM,13,12,4,2,2,#685066598,Genérico,NA,SOPAPA DUCHA AGUA,3 W,"BLUETOOTH, APTO DUCHA, BAÑO, EXTERIOR",NA,"INTERIOR, BAÑO, ESCRITORIO, CARTERA",SOPAPA,NA,NA,NA,NA,NA,NA
41, Parlante Portatil Jbl Go 2 Bluetooth iPhone Android Original ,2460,NA,"
			
				Nuevo
			
			
				
					 - 
				
				136
				vendidos
			
		",(4 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,850,https://perfil.mercadolibre.com.ar/OFERTAS+INFORMATICAS,https://articulo.mercadolibre.com.ar/MLA-783926087-parlante-portatil-jbl-go-2-bluetooth-iphone-android-original-_JM,708,131,10,0,1,#783926087,JBL,NA,GO 2,3 W,no aplica,NA,NA,NA,NA,NA,NA,NA,NA,NA
42, Parlante Jbl Flip 4 Bluetooth Portátil Resit. Agua Original ,7790,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1325
				vendidos
			
		",(6 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1946,https://perfil.mercadolibre.com.ar/IGFSTORE,https://articulo.mercadolibre.com.ar/MLA-670883517-parlante-jbl-flip-4-bluetooth-portatil-resit-agua-original-_JM,1660,245,30,6,5,#670883517,JBL,Flip,Flip 4,16 W,Tweeter,Bluetooth,NA,Caja,NA,USB,515 g,NA,NA,NA
43, Parlante Grande 12 Pulgadas Karaoke Bluetooth Led Fiesta + Micrófono Luces Sonido Potente Interior Exterior Aux Sd Usb ,6490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1738
				vendidos
			
		",(5 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,545,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-739077845-parlante-grande-12-pulgadas-karaoke-bluetooth-led-fiesta-microfono-luces-sonido-potente-interior-exterior-aux-sd-usb-_JM,361,134,31,10,9,#739077845,Otras Marcas,T - 12 Pulgadas,T152,NA,Subwoofer,Activo,NA,Caja,NA,"Bluetooth, USB, microSD, AUX, Mic x2.",NA,220,NA,NA
44, Parlante Portatil Bluetooth Noga Ngs-310 Led Colores Gtia ,265,NA,"
			
				Nuevo
			
			
				
					 - 
				
				878
				vendidos
			
		",(1 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,69,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,https://articulo.mercadolibre.com.ar/MLA-626717890-parlante-portatil-bluetooth-noga-ngs-310-led-colores-gtia-_JM,36,19,7,4,3,#626717890,Noganet,Go!,NGS-310,3 W,Tweeter,Pasivo,NA,Caja,1,Auxiliar,NA,NA,NA,NA
45, Parlante 12 Portatil Bateria Radio Bluetooth Potencia 2000w Inalambrico Recargable Y 220v + Microfono Y Control Remoto ,4999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				376
				vendidos
			
		",(396 disponibles),12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,18,https://perfil.mercadolibre.com.ar/BLUEWAYBLUE,https://articulo.mercadolibre.com.ar/MLA-704411448-parlante-12-portatil-bateria-radio-bluetooth-potencia-2000w-inalambrico-recargable-y-220v-microfono-y-control-remoto-_JM,10,5,3,0,0,#704411448,Harlem Shuffle,Multifuncion,LW12,80 W,Woofer,Woofer,Centro,Caja,FM,Auxiliar Usb Mini Sd Plug Radio,NA,220v 12v,NA,NA
46, Parlante Portatil Bluetooth Usb Microfono Sd 10w Radio Fm ,1595,NA,"
			
				Nuevo
			
			
				
					 - 
				
				154
				vendidos
			
		",(21 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,16,https://perfil.mercadolibre.com.ar/AJAXGOLD,https://articulo.mercadolibre.com.ar/MLA-703708850-parlante-portatil-bluetooth-usb-microfono-sd-10w-radio-fm-_JM,12,3,0,0,1,#703708850,Unnic,Parlante Portatil,sp02,10 W,NA,Portátil,NA,NA,NA,Auxiliar,401 g,220V,NA,NA
47, Parlante Karaoke Mp3 Sd Usb Bluetooth Luces ,1414,NA,"
			
				Nuevo
			
			
				
					 - 
				
				118
				vendidos
			
		",(995 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,5,https://perfil.mercadolibre.com.ar/REAL-COLOR,https://articulo.mercadolibre.com.ar/MLA-748102013-parlante-karaoke-mp3-sd-usb-bluetooth-luces-_JM,2,3,0,0,0,#748102013,TECHNOLOGY LINE,NA,Bronx,200 W,NA,Woofer,NA,Caja,NA,NA,NA,NA,NA,NA
48, Parlante Jbl Flip 4 Bluetooth Portátil Sumergible 100% Orig. ,8690,NA,"
			
				Nuevo
			
			
				
					 - 
				
				236
				vendidos
			
		",(12 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1946,https://perfil.mercadolibre.com.ar/IGFSTORE,https://articulo.mercadolibre.com.ar/MLA-734569159-parlante-jbl-flip-4-bluetooth-portatil-sumergible-100-orig-_JM,1660,245,30,6,5,#734569159,JBL,Flip Series,Flip 4,16 W,Tweeter,Activo,Exterior o Interior,Caja,NA,USB,515 g,NA,NA,NA
49, Parlante Bluetooth Portátil Radio Usb Mp3 Doble 1500watts ,2100,NA,"
			
				Nuevo
			
			
				
					 - 
				
				102
				vendidos
			
		",(48 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,6,https://perfil.mercadolibre.com.ar/HELITEC,https://articulo.mercadolibre.com.ar/MLA-795247763-parlante-bluetooth-portatil-radio-usb-mp3-doble-1500watts-_JM,4,2,0,0,0,#795247763,Helitec,NA,S6,1500 W,CAJA POPRTATIL,Activo,NA,caja portatil,NA,USB,NA,NA,NA,NA
50, Parlante Portátil 2500w Atr Daewoo Bluetooth Usb Aux Da-888 ,2199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				195
				vendidos
			
		",(14 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,25,https://perfil.mercadolibre.com.ar/OPENFACTORY,https://articulo.mercadolibre.com.ar/MLA-740275815-parlante-portatil-2500w-atr-daewoo-bluetooth-usb-aux-da-888-_JM,18,6,1,0,0,#740275815,Daewoo,NA,ATR DA-888,NA,Subwoofer,NA,Portatil,Caja,NA,Entrada para Micrófono,2.2 kg,NA,NA,NA
51, Parlante Portatil Bluetooth Daewoo Yuth 500 Watts Luces ! ,2399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				100
				vendidos
			
		",(17 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,9,https://perfil.mercadolibre.com.ar/OPENFACTORY,https://articulo.mercadolibre.com.ar/MLA-761016113-parlante-portatil-bluetooth-daewoo-yuth-500-watts-luces--_JM,5,2,2,0,0,#761016113,Daewoo,NA,Yuth,50 W,NA,Woofer,Portatil,Caja,NA,"Auxiliar, usb sd",2.95 kg,NA,NA,NA
52, Parlante Portátil Karaoke Bluetooth Luces Mp3 Radio Fm + Micrófono Conexión Usb Aux Led Batería Recargable Nuevo Oferta ,3199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				106
				vendidos
			
		",(90 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,59,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-764724672-parlante-portatil-karaoke-bluetooth-luces-mp3-radio-fm-microfono-conexion-usb-aux-led-bateria-recargable-nuevo-oferta-_JM,45,9,3,1,1,#764724672,Kolke,KPB,KPB-221,45 W,Subwoofer,Activo,De piso,Caja,NA,"Bluetooth, USB, microSD, AUX., Entrada de micrófono",NA,220,NA,NA
53, Parlante Speaker Aoki Negro + Blanco + Naranja Daewoo ,2789,NA,"
			
				Nuevo
			
			
				
					 - 
				
				35
				vendidos
			
		",(9 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,124,https://perfil.mercadolibre.com.ar/ARG-SALE,https://articulo.mercadolibre.com.ar/MLA-744336293-parlante-speaker-aoki-negro-blanco-naranja-daewoo-_JM,101,18,3,1,1,#744336293,Daewoo,NA,AOKI,500 W,NA,Woofer,cualquier lado,Caja,NA,NA,2.95 kg,NA,NA,NA
54, Parlante Portátil Bluetooth Fm Sd Mp3 Usb Diseño Colores Oficina Casa Habitación Spotify Youtube Celular Computadora ,1689,NA,"
			
				Nuevo
			
			
				
					 - 
				
				34
				vendidos
			
		",(16 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,1.0,1,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-676272770-parlante-portatil-bluetooth-fm-sd-mp3-usb-diseno-colores-oficina-casa-habitacion-spotify-youtube-celular-computadora-_JM,NA,NA,NA,NA,NA,#676272770,Aliver,ALIV,ALIV-02,5 W,Subwoofer,Activo,NA,Caja,NA,"USB, microSD, AUX.",NA,usb,NA,NA
55, Parlante Portatil Jbl Flip 4 Bluetooth iPhone Micro Usb Gtia ,7779,NA,"
			
				Nuevo
			
			
				
					 - 
				
				479
				vendidos
			
		",(900 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1946,https://perfil.mercadolibre.com.ar/LMS-TIENDAVIRTUAL,https://articulo.mercadolibre.com.ar/MLA-667300346-parlante-portatil-jbl-flip-4-bluetooth-iphone-micro-usb-gtia-_JM,1660,245,30,6,5,#667300346,JBL,Flip,Flip 4,16 W,Subwoofer,Pasivo,De piso,Caja,2.1,NA,NA,16 W,NA,NA
56, Parlante Portatil Bluetooth Estereo Con Radio Usb Y Tarjeta ,1999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				69
				vendidos
			
		",(3 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,8,https://perfil.mercadolibre.com.ar/TECNORIUM,https://articulo.mercadolibre.com.ar/MLA-762282514-parlante-portatil-bluetooth-estereo-con-radio-usb-y-tarjeta-_JM,6,1,1,0,0,#762282514,Pcbox,NA,ICE,5 W,NA,NA,NA,NA,NA,NA,0.85 kg,NA,NA,NA
57, Parlante Portatil Bluetooth Mini Bellota 2w Manos Libres Usb ,372,NA,"
			
				Nuevo
			
			
				
					 - 
				
				155
				vendidos
			
		",(289 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,4,https://perfil.mercadolibre.com.ar/N2M-ELECTRONICA,https://articulo.mercadolibre.com.ar/MLA-751415074-parlante-portatil-bluetooth-mini-bellota-2w-manos-libres-usb-_JM,4,0,0,0,0,#751415074,N2M Electrónica,Parlante,Portatil,2 W,Mini tweeter,Mini tweeter,Portátil,Bellota,2.4,NA,NA,12V,NA,NA
58, Parlante Jbl Go 2 Portátil Sumergible Bluetooth Original Usa ,2490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				149
				vendidos
			
		",(26 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,850,https://perfil.mercadolibre.com.ar/LATITUDES+SUR,https://articulo.mercadolibre.com.ar/MLA-780580065-parlante-jbl-go-2-portatil-sumergible-bluetooth-original-usa-_JM,708,131,10,0,1,#780580065,JBL,NA,GO 2,3 W,Tweeter,Tweeter,"Pared, Piso, Poste, Techo",Caja,5.1,USB,184 g,NA,NA,NA
59, Sony Xb10 Parlante Playero Resistente Salpicaduras Y Arena ,4399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1685
				vendidos
			
		",(50 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,317,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-614542424-sony-xb10-parlante-playero-resistente-salpicaduras-y-arena-_JM,254,48,12,1,2,#614542424,Sony,XB,SRS-X11,10 W,portatil,Portátil,PORTATIL,Caja,si,USB,NA,USB,NA,NA
60, Parlante Mini Bluetooth Portatil Recargablle Usb Micro Sd ,370,NA,"
			
				Nuevo
			
			
				
					 - 
				
				479
				vendidos
			
		",(8544 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,11,https://perfil.mercadolibre.com.ar/ELECTRO+KAMALEON,https://articulo.mercadolibre.com.ar/MLA-691148217-parlante-mini-bluetooth-portatil-recargablle-usb-micro-sd-_JM,5,4,1,1,0,#691148217,la mejor,NA,parlante oval bluetooth,NA,DE MESA,Portátil,NA,NA,NA,USB,NA,NA,NA,NA
